workerid,proliferate.condition,block_id,condition,item_id,response,rt,trial_num,verb,error,answer,response_correct,response_clean,response_type,response_num,discourse_type
443,condition1,4,yiwei_contrastive,2,以为,9636,48,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,4,yiwei_unclear,105,以为,13997,49,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,4,juede_contrastive,19,看起来,64236,50,juede,NA,NA,NA,other,other,0,constrained
442,condition1,0,yiwei_unclear,104,看,49335,1,yiwei,NA,NA,NA,other,non-other,0,unconstrained
442,condition1,0,juede_unclear,115,觉得,41592,2,juede,NA,NA,NA,juede,non-belief,1,unconstrained
442,condition1,0,yiwei_unclear,106,留,102000,3,yiwei,NA,NA,NA,other,other,0,unconstrained
442,condition1,0,yiwei_contrastive,3,以为,35128,6,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,0,juede_contrastive,12,觉得,35512,7,juede,NA,NA,NA,juede,non-belief,1,constrained
442,condition1,0,yiwei_contrastive,5,以为,159808,8,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,0,juede_contrastive,17,知道,73464,9,juede,NA,NA,NA,other,factive-belief,0,constrained
442,condition1,0,juede_unclear,114,怕,18607,10,juede,NA,NA,NA,other,non-emotion,0,unconstrained
442,condition1,1,yiwei_contrastive,9,以为,20375,11,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,1,yiwei_unclear,108,养它,72889,12,yiwei,NA,NA,NA,other,other,0,unconstrained
442,condition1,1,juede_contrastive,16,刚开的,52552,13,juede,NA,NA,NA,other,other,0,constrained
442,condition1,1,juede_unclear,117,把它放,46328,14,juede,NA,NA,NA,other,other,0,unconstrained
442,condition1,1,juede_unclear,119,觉得,45263,15,juede,NA,NA,NA,juede,non-belief,1,unconstrained
442,condition1,1,yiwei_unclear,102,说,25968,17,yiwei,NA,NA,NA,other,non-say,0,unconstrained
442,condition1,1,yiwei_contrastive,8,找,55616,18,yiwei,NA,NA,NA,other,verb,0,constrained
442,condition1,1,juede_contrastive,18,知道,66536,19,juede,NA,NA,NA,other,factive-belief,0,constrained
442,condition1,2,yiwei_contrastive,1,以为,24575,21,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,2,yiwei_unclear,110,以为,30408,22,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
442,condition1,2,juede_unclear,116,想,46343,23,juede,NA,NA,NA,other,non-belief,0,unconstrained
442,condition1,2,juede_contrastive,15,知道,20984,24,juede,NA,NA,NA,other,factive-belief,0,constrained
442,condition1,2,juede_contrastive,20,知道,20224,25,juede,NA,NA,NA,other,factive-belief,0,constrained
442,condition1,2,yiwei_unclear,105,想,45064,26,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
442,condition1,2,juede_unclear,118,觉得,36576,28,juede,NA,NA,NA,juede,non-belief,1,unconstrained
442,condition1,2,yiwei_contrastive,6,以为,15456,29,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,3,juede_unclear,111,知道,20464,31,juede,NA,NA,NA,other,factive-belief,0,unconstrained
442,condition1,3,yiwei_unclear,107,以为,20400,33,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
442,condition1,3,juede_contrastive,13,觉得,32409,34,juede,NA,NA,NA,juede,non-belief,1,constrained
442,condition1,3,yiwei_unclear,103,以为,19303,35,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
442,condition1,3,yiwei_contrastive,10,以为,14143,36,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,3,yiwei_contrastive,4,以为,27200,37,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,3,juede_contrastive,14,觉得,23584,38,juede,NA,NA,NA,juede,non-belief,1,constrained
442,condition1,3,juede_unclear,112,觉得,22248,39,juede,NA,NA,NA,juede,non-belief,1,unconstrained
442,condition1,4,yiwei_unclear,101,以为,20720,41,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
442,condition1,4,yiwei_contrastive,2,以为,15944,43,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,4,yiwei_contrastive,7,以为,23144,44,yiwei,NA,NA,NA,yiwei,contra,1,constrained
442,condition1,4,juede_unclear,113,觉得,19088,45,juede,NA,NA,NA,juede,non-belief,1,unconstrained
442,condition1,4,juede_contrastive,11,戴,18760,46,juede,NA,NA,NA,other,verb,0,constrained
442,condition1,4,yiwei_unclear,109,以为,57928,47,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
442,condition1,4,juede_contrastive,19,觉得,21840,48,juede,NA,NA,NA,juede,non-belief,1,constrained
442,condition1,4,juede_unclear,120,以为,12512,50,juede,NA,NA,NA,yiwei,contra,0,unconstrained
426,condition1,0,juede_unclear,114,帮,63920,1,juede,NA,NA,NA,other,verb,0,unconstrained
426,condition1,0,yiwei_unclear,102,说,19791,2,yiwei,NA,NA,NA,other,non-say,0,unconstrained
426,condition1,0,yiwei_contrastive,6,这个,15990,3,yiwei,NA,NA,NA,other,other,0,constrained
426,condition1,0,juede_contrastive,17,回答,44617,4,juede,NA,NA,NA,other,non-say,0,constrained
426,condition1,0,juede_contrastive,19,做的,34132,5,juede,NA,NA,NA,other,other,0,constrained
426,condition1,0,yiwei_contrastive,7,猜,10874,6,yiwei,NA,NA,NA,other,non-belief,0,constrained
426,condition1,0,juede_unclear,112,觉得,34988,9,juede,NA,NA,NA,juede,non-belief,1,unconstrained
426,condition1,0,yiwei_unclear,103,以为,14481,10,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
426,condition1,1,juede_contrastive,13,说,24548,11,juede,NA,NA,NA,other,non-say,0,constrained
426,condition1,1,yiwei_contrastive,9,觉得,20630,12,yiwei,NA,NA,NA,juede,non-belief,0,constrained
426,condition1,1,yiwei_unclear,106,剩,12526,13,yiwei,NA,NA,NA,other,other,0,unconstrained
426,condition1,1,juede_unclear,118,觉得,15644,14,juede,NA,NA,NA,juede,non-belief,1,unconstrained
426,condition1,1,yiwei_unclear,104,看到,20737,15,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
426,condition1,1,juede_contrastive,16,觉得,24383,16,juede,NA,NA,NA,juede,non-belief,1,constrained
426,condition1,1,yiwei_contrastive,2,以为,13395,18,yiwei,NA,NA,NA,yiwei,contra,1,constrained
426,condition1,1,juede_unclear,111,觉得,8880,19,juede,NA,NA,NA,juede,non-belief,1,unconstrained
426,condition1,2,yiwei_unclear,105,以为,18855,21,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
426,condition1,2,yiwei_contrastive,1,以为,16919,22,yiwei,NA,NA,NA,yiwei,contra,1,constrained
426,condition1,2,yiwei_contrastive,10,指的,15885,23,yiwei,NA,NA,NA,other,other,0,constrained
426,condition1,2,juede_contrastive,20,说,8196,25,juede,NA,NA,NA,other,non-say,0,constrained
426,condition1,2,juede_contrastive,15,说,22748,26,juede,NA,NA,NA,other,non-say,0,constrained
426,condition1,2,juede_unclear,113,觉得,7268,28,juede,NA,NA,NA,juede,non-belief,1,unconstrained
426,condition1,2,yiwei_unclear,101,以为,4394,29,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
426,condition1,2,juede_unclear,117,看,4028,30,juede,NA,NA,NA,other,non-other,0,unconstrained
426,condition1,3,juede_contrastive,18,说,12135,31,juede,NA,NA,NA,other,non-say,0,constrained
426,condition1,3,yiwei_unclear,108,觉得,10597,32,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
426,condition1,3,juede_unclear,119,觉得,17954,33,juede,NA,NA,NA,juede,non-belief,1,unconstrained
426,condition1,3,yiwei_unclear,109,要,17100,35,yiwei,NA,NA,NA,other,desire,0,unconstrained
426,condition1,3,juede_contrastive,14,觉得,8505,36,juede,NA,NA,NA,juede,non-belief,1,constrained
426,condition1,3,yiwei_contrastive,8,这里,17737,38,yiwei,NA,NA,NA,other,other,0,constrained
426,condition1,3,juede_unclear,116,估计,12060,39,juede,NA,NA,NA,other,other,0,unconstrained
426,condition1,3,yiwei_contrastive,4,以为,15577,40,yiwei,NA,NA,NA,yiwei,contra,1,constrained
426,condition1,4,juede_contrastive,11,肯定,7283,41,juede,NA,NA,NA,other,other,0,constrained
426,condition1,4,juede_unclear,115,觉得,8586,42,juede,NA,NA,NA,juede,non-belief,1,unconstrained
426,condition1,4,yiwei_unclear,107,说,4604,44,yiwei,NA,NA,NA,other,non-say,0,unconstrained
426,condition1,4,yiwei_contrastive,3,以为,9095,46,yiwei,NA,NA,NA,yiwei,contra,1,constrained
426,condition1,4,yiwei_contrastive,5,以为,12728,47,yiwei,NA,NA,NA,yiwei,contra,1,constrained
426,condition1,4,juede_contrastive,12,觉得,6015,48,juede,NA,NA,NA,juede,non-belief,1,constrained
426,condition1,4,yiwei_unclear,110,以为,16536,49,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
426,condition1,4,juede_unclear,120,觉得,8618,50,juede,NA,NA,NA,juede,non-belief,1,unconstrained
507,condition1,0,yiwei_unclear,101,回来说,30856,3,yiwei,NA,NA,NA,other,non-say,0,unconstrained
507,condition1,0,yiwei_unclear,110,以为,20467,4,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
507,condition1,0,yiwei_contrastive,1,原来以为,16850,5,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,0,juede_contrastive,17,说,14422,6,juede,NA,NA,NA,other,non-say,0,constrained
507,condition1,0,yiwei_contrastive,4,以为,18987,7,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,0,juede_contrastive,13,猜,17395,8,juede,NA,NA,NA,other,non-belief,0,constrained
507,condition1,0,juede_unclear,116,想,14305,9,juede,NA,NA,NA,other,non-belief,0,unconstrained
507,condition1,0,juede_unclear,119,看,6903,10,juede,NA,NA,NA,other,non-other,0,unconstrained
507,condition1,1,juede_contrastive,18,看到,28015,12,juede,NA,NA,NA,other,factive-other,0,constrained
507,condition1,1,yiwei_contrastive,3,以为,15263,13,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,1,yiwei_contrastive,5,觉得,18136,14,yiwei,NA,NA,NA,juede,non-belief,0,constrained
507,condition1,1,yiwei_unclear,102,说,13621,15,yiwei,NA,NA,NA,other,non-say,0,unconstrained
507,condition1,1,juede_contrastive,20,看,17615,16,juede,NA,NA,NA,other,non-other,0,constrained
507,condition1,1,yiwei_unclear,105,猜,15828,18,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
507,condition1,1,juede_unclear,111,觉得,4230,19,juede,NA,NA,NA,juede,non-belief,1,unconstrained
507,condition1,1,juede_unclear,113,认为,7673,20,juede,NA,NA,NA,other,non-belief,0,unconstrained
507,condition1,2,juede_unclear,114,害怕,8351,21,juede,NA,NA,NA,other,non-emotion,0,unconstrained
507,condition1,2,juede_contrastive,14,猜,12418,24,juede,NA,NA,NA,other,non-belief,0,constrained
507,condition1,2,juede_contrastive,11,戴,7904,25,juede,NA,NA,NA,other,verb,0,constrained
507,condition1,2,yiwei_contrastive,2,以为,9410,26,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,2,yiwei_unclear,109,赶,14467,27,yiwei,NA,NA,NA,other,other,0,unconstrained
507,condition1,2,yiwei_unclear,104,看到,13042,28,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
507,condition1,2,yiwei_contrastive,6,以为,10404,29,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,2,juede_unclear,118,感觉,10153,30,juede,NA,NA,NA,other,non-belief,0,unconstrained
507,condition1,3,juede_contrastive,15,看,5459,31,juede,NA,NA,NA,other,non-other,0,constrained
507,condition1,3,yiwei_unclear,106,看到,9702,32,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
507,condition1,3,yiwei_unclear,107,以为,7292,33,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
507,condition1,3,juede_contrastive,16,觉得,10721,35,juede,NA,NA,NA,juede,non-belief,1,constrained
507,condition1,3,yiwei_contrastive,10,以为,7922,36,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,3,juede_unclear,117,看,6251,37,juede,NA,NA,NA,other,non-other,0,unconstrained
507,condition1,3,juede_unclear,120,觉得,9863,39,juede,NA,NA,NA,juede,non-belief,1,unconstrained
507,condition1,3,yiwei_contrastive,7,听说,11164,40,yiwei,NA,NA,NA,other,non-say,0,constrained
507,condition1,4,yiwei_unclear,108,感觉,12319,41,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
507,condition1,4,yiwei_unclear,103,想,5948,42,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
507,condition1,4,juede_unclear,115,觉得,6420,44,juede,NA,NA,NA,juede,non-belief,1,unconstrained
507,condition1,4,juede_contrastive,19,感觉,6210,46,juede,NA,NA,NA,other,non-belief,0,constrained
507,condition1,4,yiwei_contrastive,8,以为,19629,47,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,4,yiwei_contrastive,9,以为,29363,48,yiwei,NA,NA,NA,yiwei,contra,1,constrained
507,condition1,4,juede_contrastive,12,感觉,8876,49,juede,NA,NA,NA,other,non-belief,0,constrained
507,condition1,4,juede_unclear,112,感觉,12033,50,juede,NA,NA,NA,other,non-belief,0,unconstrained
475,condition1,0,yiwei_contrastive,5,猜,12985,1,yiwei,NA,NA,NA,other,non-belief,0,constrained
475,condition1,0,juede_unclear,111,觉得,12769,3,juede,NA,NA,NA,juede,non-belief,1,unconstrained
475,condition1,0,juede_unclear,113,认为,33055,4,juede,NA,NA,NA,other,non-belief,0,unconstrained
475,condition1,0,yiwei_unclear,106,以为,16970,5,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
475,condition1,0,yiwei_contrastive,6,觉得,16837,6,yiwei,NA,NA,NA,juede,non-belief,0,constrained
475,condition1,0,juede_contrastive,17,认为,20224,7,juede,NA,NA,NA,other,non-belief,0,constrained
475,condition1,0,yiwei_unclear,109,觉得,22503,8,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
475,condition1,0,juede_contrastive,15,看到,23287,9,juede,NA,NA,NA,other,factive-other,0,constrained
475,condition1,1,yiwei_unclear,102,看见,20261,11,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
475,condition1,1,yiwei_contrastive,10,猜,11735,12,yiwei,NA,NA,NA,other,non-belief,0,constrained
475,condition1,1,yiwei_unclear,107,说,44458,13,yiwei,NA,NA,NA,other,non-say,0,unconstrained
475,condition1,1,juede_contrastive,16,觉得,35510,14,juede,NA,NA,NA,juede,non-belief,1,constrained
475,condition1,1,juede_unclear,120,以为,24154,15,juede,NA,NA,NA,yiwei,contra,0,unconstrained
475,condition1,1,juede_unclear,117,以为,39311,16,juede,NA,NA,NA,yiwei,contra,0,unconstrained
475,condition1,1,juede_contrastive,18,说,12086,18,juede,NA,NA,NA,other,non-say,0,constrained
475,condition1,1,yiwei_contrastive,3,以为,28237,20,yiwei,NA,NA,NA,yiwei,contra,1,constrained
475,condition1,2,yiwei_unclear,101,以为,13268,22,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
475,condition1,2,juede_unclear,118,觉得,30609,23,juede,NA,NA,NA,juede,non-belief,1,unconstrained
475,condition1,2,yiwei_contrastive,1,说,17902,24,yiwei,NA,NA,NA,other,non-say,0,constrained
475,condition1,2,juede_contrastive,13,觉得,19605,25,juede,NA,NA,NA,juede,non-belief,1,constrained
475,condition1,2,juede_unclear,119,说,13769,27,juede,NA,NA,NA,other,non-say,0,unconstrained
475,condition1,2,yiwei_unclear,104,以为,69284,28,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
475,condition1,2,juede_contrastive,14,认为,34419,29,juede,NA,NA,NA,other,non-belief,0,constrained
475,condition1,2,yiwei_contrastive,9,以为,80229,30,yiwei,NA,NA,NA,yiwei,contra,1,constrained
475,condition1,3,yiwei_contrastive,7,以为,12171,32,yiwei,NA,NA,NA,yiwei,contra,1,constrained
475,condition1,3,yiwei_unclear,110,以为,17552,34,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
475,condition1,3,juede_unclear,116,觉得,14287,35,juede,NA,NA,NA,juede,non-belief,1,unconstrained
475,condition1,3,juede_contrastive,20,猜,18085,36,juede,NA,NA,NA,other,non-belief,0,constrained
475,condition1,3,yiwei_unclear,105,以为,12569,37,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
475,condition1,3,juede_contrastive,12,觉得,11747,38,juede,NA,NA,NA,juede,non-belief,1,constrained
475,condition1,3,juede_unclear,115,觉得,24988,39,juede,NA,NA,NA,juede,non-belief,1,unconstrained
475,condition1,3,yiwei_contrastive,4,以为,18851,40,yiwei,NA,NA,NA,yiwei,contra,1,constrained
475,condition1,4,juede_unclear,114,觉得,14352,41,juede,NA,NA,NA,juede,non-belief,1,unconstrained
475,condition1,4,yiwei_contrastive,2,以为,17471,42,yiwei,NA,NA,NA,yiwei,contra,1,constrained
475,condition1,4,juede_unclear,112,觉得,13050,43,juede,NA,NA,NA,juede,non-belief,1,unconstrained
475,condition1,4,juede_contrastive,19,觉得,18802,45,juede,NA,NA,NA,juede,non-belief,1,constrained
475,condition1,4,yiwei_unclear,103,以为,9552,47,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
475,condition1,4,yiwei_unclear,108,觉得,15069,48,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
475,condition1,4,yiwei_contrastive,8,觉得,17361,49,yiwei,NA,NA,NA,juede,non-belief,0,constrained
475,condition1,4,juede_contrastive,11,觉得,27621,50,juede,NA,NA,NA,juede,non-belief,1,constrained
444,condition1,0,yiwei_contrastive,1,当,153071,1,yiwei,NA,NA,NA,other,contra,0,constrained
444,condition1,0,juede_contrastive,12,看,92935,2,juede,NA,NA,NA,other,non-other,0,constrained
444,condition1,0,yiwei_contrastive,10,当,25579,3,yiwei,NA,NA,NA,other,contra,0,constrained
444,condition1,0,juede_unclear,118,看,21157,4,juede,NA,NA,NA,other,non-other,0,unconstrained
444,condition1,0,juede_unclear,112,看,120401,5,juede,NA,NA,NA,other,non-other,0,unconstrained
444,condition1,0,yiwei_unclear,101,以为,58547,6,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
444,condition1,0,yiwei_unclear,104,看,36083,9,yiwei,NA,NA,NA,other,non-other,0,unconstrained
444,condition1,0,juede_contrastive,18,发现,25105,10,juede,NA,NA,NA,other,factive-other,0,constrained
444,condition1,1,juede_contrastive,16,看,21126,11,juede,NA,NA,NA,other,non-other,0,constrained
444,condition1,1,yiwei_contrastive,6,当,25233,13,yiwei,NA,NA,NA,other,contra,0,constrained
444,condition1,1,juede_unclear,111,来,28424,14,juede,NA,NA,NA,other,other,0,unconstrained
444,condition1,1,juede_contrastive,19,感觉,170957,15,juede,NA,NA,NA,other,non-belief,0,constrained
444,condition1,1,yiwei_unclear,107,当,28468,16,yiwei,NA,NA,NA,other,contra,0,unconstrained
444,condition1,1,yiwei_contrastive,4,以为,31593,17,yiwei,NA,NA,NA,yiwei,contra,1,constrained
444,condition1,1,juede_unclear,117,看,27586,18,juede,NA,NA,NA,other,non-other,0,unconstrained
444,condition1,1,yiwei_unclear,102,当,55146,20,yiwei,NA,NA,NA,other,contra,0,unconstrained
444,condition1,2,yiwei_contrastive,9,以为,26057,21,yiwei,NA,NA,NA,yiwei,contra,1,constrained
444,condition1,2,juede_unclear,119,看,23784,22,juede,NA,NA,NA,other,non-other,0,unconstrained
444,condition1,2,juede_unclear,114,以为,59395,23,juede,NA,NA,NA,yiwei,contra,0,unconstrained
444,condition1,2,juede_contrastive,13,以为,93597,24,juede,NA,NA,NA,yiwei,contra,0,constrained
444,condition1,2,juede_contrastive,20,说,67417,25,juede,NA,NA,NA,other,non-say,0,constrained
444,condition1,2,yiwei_unclear,110,以为,31662,27,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
444,condition1,2,yiwei_unclear,106,怕,76089,28,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
444,condition1,2,yiwei_contrastive,5,以为,13400,29,yiwei,NA,NA,NA,yiwei,contra,1,constrained
444,condition1,3,yiwei_unclear,109,怕,45894,31,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
444,condition1,3,yiwei_contrastive,8,以为,33051,32,yiwei,NA,NA,NA,yiwei,contra,1,constrained
444,condition1,3,yiwei_unclear,108,觉得,42758,34,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
444,condition1,3,juede_unclear,115,认为,29895,35,juede,NA,NA,NA,other,non-belief,0,unconstrained
444,condition1,3,juede_contrastive,11,觉得,52137,36,juede,NA,NA,NA,juede,non-belief,1,constrained
444,condition1,3,yiwei_contrastive,3,以为,12204,38,yiwei,NA,NA,NA,yiwei,contra,1,constrained
444,condition1,3,juede_contrastive,14,认为,25134,39,juede,NA,NA,NA,other,non-belief,0,constrained
444,condition1,3,juede_unclear,113,觉得,23560,40,juede,NA,NA,NA,juede,non-belief,1,unconstrained
444,condition1,4,yiwei_unclear,105,觉得,38247,41,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
444,condition1,4,juede_unclear,120,怕,21380,42,juede,NA,NA,NA,other,non-emotion,0,unconstrained
444,condition1,4,yiwei_contrastive,2,看,13333,43,yiwei,NA,NA,NA,other,non-other,0,constrained
444,condition1,4,yiwei_unclear,103,以为,35219,45,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
444,condition1,4,juede_unclear,116,看,49027,46,juede,NA,NA,NA,other,non-other,0,unconstrained
444,condition1,4,juede_contrastive,17,说,35068,47,juede,NA,NA,NA,other,non-say,0,constrained
444,condition1,4,yiwei_contrastive,7,当,24957,48,yiwei,NA,NA,NA,other,contra,0,constrained
444,condition1,4,juede_contrastive,15,说,38583,49,juede,NA,NA,NA,other,non-say,0,constrained
425,condition1,0,yiwei_contrastive,3,以为,51770,1,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,0,juede_contrastive,18,的,76692,2,juede,NA,NA,NA,other,other,0,constrained
425,condition1,0,juede_unclear,119,看,38353,3,juede,NA,NA,NA,other,non-other,0,unconstrained
425,condition1,0,yiwei_unclear,109,赶,28402,4,yiwei,NA,NA,NA,other,other,0,unconstrained
425,condition1,0,juede_unclear,118,怕,28292,5,juede,NA,NA,NA,other,non-emotion,0,unconstrained
425,condition1,0,yiwei_unclear,108,负起,91869,7,yiwei,NA,NA,NA,other,other,0,unconstrained
425,condition1,0,yiwei_contrastive,2,以为,22592,9,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,0,juede_contrastive,16,觉得,41620,10,juede,NA,NA,NA,juede,non-belief,1,constrained
425,condition1,1,yiwei_unclear,104,以为,23683,11,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
425,condition1,1,juede_unclear,114,看,65142,12,juede,NA,NA,NA,other,non-other,0,unconstrained
425,condition1,1,juede_unclear,111,觉得,14310,15,juede,NA,NA,NA,juede,non-belief,1,unconstrained
425,condition1,1,yiwei_contrastive,9,认为,14380,16,yiwei,NA,NA,NA,other,non-belief,0,constrained
425,condition1,1,yiwei_unclear,101,以为,11428,17,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
425,condition1,1,juede_contrastive,15,看,24697,18,juede,NA,NA,NA,other,non-other,0,constrained
425,condition1,1,yiwei_contrastive,7,以为,24835,19,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,1,juede_contrastive,17,认为,23491,20,juede,NA,NA,NA,other,non-belief,0,constrained
425,condition1,2,juede_unclear,120,徘徊,93336,21,juede,NA,NA,NA,other,verb,0,unconstrained
425,condition1,2,yiwei_unclear,105,以为,19798,22,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
425,condition1,2,juede_contrastive,20,猜,53670,24,juede,NA,NA,NA,other,non-belief,0,constrained
425,condition1,2,yiwei_unclear,103,以为,8331,25,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
425,condition1,2,juede_unclear,115,觉得,11093,26,juede,NA,NA,NA,juede,non-belief,1,unconstrained
425,condition1,2,yiwei_contrastive,10,以为,8699,27,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,2,juede_contrastive,14,说,21005,29,juede,NA,NA,NA,other,non-say,0,constrained
425,condition1,2,yiwei_contrastive,1,以为,10780,30,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,3,juede_unclear,116,觉得,32747,32,juede,NA,NA,NA,juede,non-belief,1,unconstrained
425,condition1,3,yiwei_contrastive,8,看,18618,33,yiwei,NA,NA,NA,other,non-other,0,constrained
425,condition1,3,juede_unclear,112,真的,27700,34,juede,NA,NA,NA,other,other,0,unconstrained
425,condition1,3,juede_contrastive,11,戴,65353,35,juede,NA,NA,NA,other,verb,0,constrained
425,condition1,3,yiwei_unclear,102,觉得,31779,36,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
425,condition1,3,juede_contrastive,12,认为,11895,38,juede,NA,NA,NA,other,non-belief,0,constrained
425,condition1,3,yiwei_unclear,110,以为,22387,39,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
425,condition1,3,yiwei_contrastive,6,以为,7336,40,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,4,yiwei_contrastive,5,以为,12156,41,yiwei,NA,NA,NA,yiwei,contra,1,constrained
425,condition1,4,juede_contrastive,13,认为,13388,42,juede,NA,NA,NA,other,non-belief,0,constrained
425,condition1,4,juede_contrastive,19,觉得,9230,43,juede,NA,NA,NA,juede,non-belief,1,constrained
425,condition1,4,juede_unclear,113,觉得,10510,44,juede,NA,NA,NA,juede,non-belief,1,unconstrained
425,condition1,4,yiwei_unclear,106,觉得,14522,45,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
425,condition1,4,juede_unclear,117,看,120169,46,juede,NA,NA,NA,other,non-other,0,unconstrained
425,condition1,4,yiwei_unclear,107,以为,42762,49,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
425,condition1,4,yiwei_contrastive,4,以为,27802,50,yiwei,NA,NA,NA,yiwei,contra,1,constrained
478,condition1,0,juede_contrastive,14,不,175718,1,juede,NA,NA,NA,other,other,0,constrained
478,condition1,0,juede_contrastive,17,知道,78892,2,juede,NA,NA,NA,other,factive-belief,0,constrained
478,condition1,0,juede_unclear,111,觉得,48650,3,juede,NA,NA,NA,juede,non-belief,1,unconstrained
478,condition1,0,juede_unclear,118,觉得,41880,4,juede,NA,NA,NA,juede,non-belief,1,unconstrained
478,condition1,0,yiwei_unclear,108,发现,63499,5,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
478,condition1,0,yiwei_contrastive,5,以为,64925,7,yiwei,NA,NA,NA,yiwei,contra,1,constrained
478,condition1,0,yiwei_unclear,109,带,100641,9,yiwei,NA,NA,NA,other,other,0,unconstrained
478,condition1,0,yiwei_contrastive,4,以为,26918,10,yiwei,NA,NA,NA,yiwei,contra,1,constrained
478,condition1,1,yiwei_unclear,107,认为,14611,11,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
478,condition1,1,juede_unclear,117,看看,23700,14,juede,NA,NA,NA,other,other,0,unconstrained
478,condition1,1,yiwei_contrastive,6,以为,13165,15,yiwei,NA,NA,NA,yiwei,contra,1,constrained
478,condition1,1,juede_contrastive,13,知道,59990,16,juede,NA,NA,NA,other,factive-belief,0,constrained
478,condition1,1,juede_unclear,120,假装,29733,17,juede,NA,NA,NA,other,contra,0,unconstrained
478,condition1,1,yiwei_contrastive,3,以为,13903,18,yiwei,NA,NA,NA,yiwei,contra,1,constrained
478,condition1,1,juede_contrastive,11,确实,15608,19,juede,NA,NA,NA,other,other,0,constrained
478,condition1,1,yiwei_unclear,103,以为,21167,20,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
