id,verb,file_name,speaker,sentence,embedded_CP_j1,embedded_content_j1,subject_j1,embedded_CP_j2,embedded_content_j2,subject_j2,sentence_type_e,embedded_sentence_type_e,sentence_type_g,embedded_sentence_type_g,sentence_type_j3,embedded_sentence_type_j3,sentence_type_c,embedded_sentence_type_c,matrix_negation_e,matrix_negation_j1,matrix_negation_g,ma_particle_j,ma_particle_e,ma_particle_p
5143,zhidao,/Erbaugh/Peng/24.cha,adult,"ADU: 哦,你真的知道怎么放.",2 CP,,2 second_person,2 CP,,2 second_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5144,zhidao,/Erbaugh/Peng/24.cha,adult,ADU: 来我知道要怎么放了.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5145,zhidao,/Erbaugh/Peng/24.cha,adult,ADU: 知道啊怎么是圆的哎?,0 No,0 No,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5148,zhidao,/Erbaugh/Peng/25.cha,adult,ADU: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,NA,2 不,No,NA,No
5149,zhidao,/Erbaugh/Peng/25.cha,adult,ADU: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5156,zhidao,/Erbaugh/Peng/25.cha,adult,ADU: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,NA,2 不,No,NA,No
5162,zhidao,/Erbaugh/Peng/25.cha,adult,ADU: 你跟老师说老师会不知道嘛!,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5165,zhidao,/Erbaugh/Peng/25.cha,adult,ADU: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,NA,2 不,No,NA,No
5168,zhidao,/Erbaugh/Zhong/03.cha,adult,"ADU: 啊,我知道.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5169,zhidao,/Erbaugh/Zhong/04.cha,adult,ADU: 不知道她说的是什么意思.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5170,zhidao,/Erbaugh/Zhong/04.cha,mother,"MOT: 错了,都不知道.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5171,zhidao,/Erbaugh/Zhong/04.cha,adult,"ADU: 哦,你不知道?",0 No,0 No,2 second_person,0 No,0 No,2 second_person,2 wh_question,,NA,NA,1 polar_question,,NA,NA,2 不,NA,2 不,No,NA,No
5172,zhidao,/Erbaugh/Zhong/04.cha,father,FAT: 阿姨不知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5173,zhidao,/Erbaugh/Zhong/04.cha,father,FAT: 阿姨又不知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5174,zhidao,/Erbaugh/Zhong/05.cha,adult,ADU: 不知道什么.,4 NP,2 NP,0 dropped,0 No,2 NP,0 dropped,2 wh_question,,NA,NA,2 wh_question,,NA,NA,2 不,NA,2 不,No,NA,No
5175,zhidao,/Erbaugh/Zhong/06.cha,adult,ADU: 不知道在哪里?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5176,zhidao,/Erbaugh/Zhong/07.cha,mother,MOT: 你知道里面有很多钱吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,0 declarative,NA,NA,1 polar_question,0 declarative,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5177,zhidao,/Erbaugh/Zhong/07.cha,mother,MOT: 我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5178,zhidao,/Erbaugh/Zhong/08.cha,adult,ADU: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5180,zhidao,/Erbaugh/Zhong/08.cha,mother,MOT: <吃了>[//]我也不知道什么药.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5181,zhidao,/Erbaugh/Zhong/09.cha,adult,ADU: 我就知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5182,zhidao,/Erbaugh/Zhong/09.cha,mother,MOT: 知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5183,zhidao,/ChangPlay/3/001.cha,GRF,GRF: 知道是什么吗?,2 CP,,0 dropped,2 CP,,0 dropped,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5184,zhidao,/ChangPlay/3/001.cha,GRF,GRF: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5185,zhidao,/ChangPlay/3/001.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5187,zhidao,/ChangPlay/3/001.cha,GRF,GRF: 不知道啊.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5188,zhidao,/ChangPlay/3/001.cha,mother,MOT: 姊姊都知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5189,zhidao,/ChangPlay/3/001.cha,mother,MOT: 你都不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5190,zhidao,/ChangPlay/3/001.cha,mother,MOT: 姊姊都xxx知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5191,zhidao,/ChangPlay/3/003.cha,mother,MOT: 妈妈知道拿错了.,2 CP,,4 self_reference,2 CP,,4 self_reference,NA,NA,0 declarative,2 wh_question,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5192,zhidao,/ChangPlay/3/004.cha,mother,MOT: 嗯我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5193,zhidao,/ChangPlay/3/004.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5194,zhidao,/ChangPlay/3/004.cha,mother,MOT: 唉呀不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5195,zhidao,/ChangPlay/3/004.cha,mother,MOT: 知道没有?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5197,zhidao,/ChangPlay/3/006.cha,mother,MOT: 这妈妈不知道啊.,0 No,0 No,4 self_reference,0 No,0 No,4 self_reference,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5198,zhidao,/ChangPlay/3/006.cha,mother,"MOT: <要>[/]要拼起来0prep,才知道.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5203,zhidao,/ChangPlay/3/008.cha,mother,MOT: 不知道[%shakeshead].,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5205,zhidao,/ChangPlay/3/008.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5207,zhidao,/ChangPlay/3/008.cha,mother,MOT: 我不知道啊.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5210,zhidao,/ChangPlay/3/011.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5212,zhidao,/ChangPlay/3/013.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5213,zhidao,/ChangPlay/3/013.cha,mother,MOT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5214,zhidao,/ChangPlay/3/014.cha,mother,MOT: <我不知道谁打电话>[=Taiwanese].,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5215,zhidao,/ChangPlay/3/014.cha,mother,MOT: <你打给什么人都不知道>[=Taiwanese].,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5216,zhidao,/ChangPlay/3/014.cha,mother,"MOT: <菜刀,我哪会知道>[=Taiwanese].",0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,3 how/why,0 declarative,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5217,zhidao,/ChangPlay/3/014.cha,mother,MOT: <我就不知道你在跟谁说话>[=Taiwanese].,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5219,zhidao,/ChangPlay/3/016.cha,father,"FAT: 几号,你知道吗?",0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,4 tag_question,2 wh_question,4 tag_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,No
5220,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5221,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 我就知道你不对.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5224,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 应该知道吧?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5226,zhidao,/ChangPlay/3/016.cha,GRM,"GRM: 黄色,还不知道.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5227,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5229,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 不知道就零分.,2 CP,,0 dropped,0 No,2 NP,0 dropped,NA,NA,0 declarative,,0 declarative,0 declarative,NA,NA,2 不,NA,2 不,No,NA,No
5231,zhidao,/ChangPlay/3/016.cha,father,FAT: 她大部分都知道.,0 No,0 No,3 third/NP,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5232,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 哇你怎么都知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,3 how/why,,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5233,zhidao,/ChangPlay/3/016.cha,GRM,GRM: 父母<都>[/]都知道孩子的未来很要紧.,2 CP,,3 third/NP,2 CP,,0 dropped,NA,NA,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5238,zhidao,/ChangPlay/3/019.cha,mother,MOT: 不知道喔.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5239,zhidao,/ChangPlay/3/022.cha,mother,MOT: 啊妈妈知道了.,0 No,0 No,4 self_reference,0 No,0 No,4 self_reference,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5240,zhidao,/ChangPlay/3/022.cha,mother,MOT: 不知道妈妈有没有把这部车弄坏?,2 CP,,0 dropped,2 CP,,0 dropped,NA,NA,1 polar_question,1 polar_question,1 polar_question,1 polar_question,NA,NA,2 不,NA,2 不,No,NA,No
5241,zhidao,/ChangPlay/3/022.cha,mother,MOT: 啊我知道他周围掉下来了.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5242,zhidao,/ChangPlay/4/001.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5245,zhidao,/ChangPlay/4/003.cha,mother,MOT: 你<不知道喔>[>].,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5247,zhidao,/ChangPlay/4/003.cha,brother,BRO: <不知道>[<].,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5248,zhidao,/ChangPlay/4/003.cha,mother,MOT: 不知道喔.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5249,zhidao,/ChangPlay/4/003.cha,mother,MOT: 找到你们就知道我的厉害了.,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5251,zhidao,/ChangPlay/4/003.cha,father,FAT: 你知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5252,zhidao,/ChangPlay/4/003.cha,father,FAT: 你知道什么?,4 NP,2 NP,2 second_person,0 No,2 NP,2 second_person,NA,NA,2 wh_question,,2 wh_question,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5253,zhidao,/ChangPlay/4/003.cha,mother,MOT: 啊我知道你闪光<没有开>[>].,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5255,zhidao,/ChangPlay/4/005.cha,mother,MOT: 你不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5256,zhidao,/ChangPlay/4/006.cha,mother,MOT: 我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5259,zhidao,/ChangPlay/4/007.cha,mother,MOT: 我知道我会.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5267,zhidao,/ChangPlay/4/007.cha,mother,MOT: 我怎么会知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,3 how/why,,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5269,zhidao,/ChangPlay/4/007.cha,mother,MOT: 拼出来才知道啊.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5271,zhidao,/ChangPlay/4/007.cha,mother,MOT: 那你为什么不知道要拼哪边?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,3 how/why,2 wh_question,3 how/why,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5272,zhidao,/ChangPlay/4/007.cha,mother,MOT: 我也不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5273,zhidao,/ChangPlay/4/010.cha,mother,MOT: 我也不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5274,zhidao,/ChangPlay/4/010.cha,mother,MOT: 不知道啊.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5278,zhidao,/ChangPlay/4/010.cha,mother,MOT: ^我知道了啦.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5280,zhidao,/ChangPlay/4/010.cha,mother,MOT: 根本也不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5282,zhidao,/ChangPlay/4/012.cha,investigator,EXP: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5283,zhidao,/ChangPlay/4/012.cha,mother,MOT: 不知道耶.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5284,zhidao,/ChangPlay/4/013.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5285,zhidao,/ChangPlay/4/013.cha,mother,MOT: 你知道这是什么?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5286,zhidao,/ChangPlay/4/013.cha,brother,BRO: 老师叫不知道.,0 No,0 No,0 dropped,0 No,0 No,3 third/NP,NA,NA,0 declarative,,0 declarative,0 declarative,NA,NA,2 不,NA,2 不,No,NA,No
5291,zhidao,/ChangPlay/4/013.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5292,zhidao,/ChangPlay/4/014.cha,mother,MOT: 妈妈都知道.,0 No,0 No,4 self_reference,0 No,0 No,4 self_reference,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5293,zhidao,/ChangPlay/4/015.cha,mother,MOT: 你知道那怎么玩吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5295,zhidao,/ChangPlay/4/015.cha,mother,MOT: 你不知道喔?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,2 不,NA,2 不,No,NA,No
5296,zhidao,/ChangPlay/4/015.cha,mother,MOT: 这样子里面你都不知道它前面是什么东西.,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5301,zhidao,/ChangPlay/4/016.cha,GRM,GRM: 什么不知道?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,2 wh_question,,2 wh_question,,NA,NA,2 不,NA,2 不,No,NA,No
5302,zhidao,/ChangPlay/4/016.cha,GRM,"GRM: 不知道0conj,还老师.",0 No,0 No,0 dropped,0 No,3 Incomplete,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5303,zhidao,/ChangPlay/4/016.cha,brother,BRO: 喔我知道这是什么了.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5304,zhidao,/ChangPlay/4/016.cha,brother,BRO: 我知道是什么.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5305,zhidao,/ChangPlay/4/017.cha,investigator,EXP: 所以<他知道>[>].,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5306,zhidao,/ChangPlay/4/017.cha,mother,MOT: <对呀>[<]他知道用串进去.,2 CP,,3 third/NP,2 CP,,3 third/NP,NA,NA,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5307,zhidao,/ChangPlay/4/017.cha,mother,MOT: 他就知道(.)xxxxxx了.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5308,zhidao,/ChangPlay/4/017.cha,mother,MOT: 我怎么知道.,0 No,0 No,1 first_person,2 CP,,1 first_person,NA,NA,3 how/why,,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5310,zhidao,/ChangPlay/4/019.cha,mother,MOT: 你知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5311,zhidao,/ChangPlay/4/019.cha,mother,"MOT: 好,你知道.",0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5312,zhidao,/ChangPlay/4/019.cha,mother,MOT: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5313,zhidao,/ChangPlay/4/019.cha,mother,MOT: 那你知道<什么颜色>[//]<是什么颜色吗>[>]?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5318,zhidao,/ChangPlay/4/021.cha,mother,MOT: 我不知道放哪里耶.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
5320,zhidao,/ChangPlay/5/001.cha,mother,MOT: 你不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5323,zhidao,/ChangPlay/5/001.cha,mother,MOT: 你也不知道[=!laughs].,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5327,zhidao,/ChangPlay/5/003.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5332,zhidao,/ChangPlay/5/010.cha,mother,MOT: 我不知道/.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5333,zhidao,/ChangPlay/5/010.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5335,zhidao,/ChangPlay/5/011.cha,mother,MOT: 不知道耶.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
5339,zhidao,/ChangPlay/5/012.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5344,zhidao,/ChangPlay/5/013.cha,mother,MOT: 我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5345,zhidao,/ChangPlay/5/013.cha,mother,MOT: 我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5346,zhidao,/ChangPlay/5/013.cha,mother,MOT: 我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5347,zhidao,/ChangPlay/5/013.cha,mother,MOT: 我知道这是什么.,2 CP,,1 first_person,2 CP,,1 first_person,NA,NA,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
5350,zhidao,/ChangPlay/5/013.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5351,zhidao,/ChangPlay/5/013.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
5359,zhidao,/ChangPlay/5/013.cha,mother,MOT: 好不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
