id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,embedded_negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast,belief_at_stake
2507,LiReading/6/r6yml22,,mother,"MOT: 哇这些大树漂亮吗？
CHI: 有果树和柳树.
MOT: 这有点像我们那次去新加坡看到的树.
CHI: 这种椰树.
MOT: 对对对对对.
MOT: 这种我觉得我也认不出来.
CHI: 想要大树需要种子.
MOT: 哇这么多啊.",first_person,first_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"mother: Wow, are these trees pretty?
child: There are fruit trees and willow trees.
mother: This is like the tree we saw in Singapore.
child: This kind of coconut tree.
mother: Right, right, right, right.
mother: This, I think I wouldn’t recognize this kind either.
child: (If you) want big tree, (you) need seeds.
mother: Wow, that’s a lot!",,,
2607,Erbaugh/Laohu/06,,adult ,"ADU: 对.
MOT: 那她比她还大.
ADU: 对,比她大一点.
ADU: 所以她的语言进步有一点.
ADU: 所以这里我也要找到了一个年[//]年纪小一点的.
ADU: 我觉得这两个孩子一样聪明.
ADU: 他们都很聪明.
CHI: 房子.",first_person,demonstrative_NP,declarative,declarative,no,no,no,no,no,no,no,no,p,after,"adult: Right.
mother: Then she’s older than her.
adult: Yes, a little bit older than her.
adult: So she has some language improvement (weird word ordering).
adult: So here, I also need to find one that’s a little younger. (weird tense)
adult: I think these two kids are equally smart.
adult: They are both very smart.
child: House.",,,
2741,AcadLang/lower/023,,adult,"ADU: 哦你蛮喜欢吃苹果的.
CHI: 是呀哈哈.
ADU: 好我们看看下一页是什么.
CHI: 呵[/]呵足球.
CHI: 哈[/]哈好圆呐.
ADU: 哦你觉得这是足球好圆呀.
CHI: 我家有的哈哈.
ADU: 那你平时用它来做什么",second_person,demonstrative,declarative,declarative,no,no,no,no,no,no,no,no,p,before,"adult: Oh, you really like to eat apples.
child: Yeah, haha
adult: Okay, let’s see what’s on the next page.
child: Hehe, a soccer ball!
child: Haha, very round!
adult: Oh, you think this is such a round soccer ball!
child: I have it at home.
adult: So what do you usually use it for?",,,
2936,BJCMC/0300_WW,,investigator,"INV: 你最喜欢什么颜色?
CHI: 最喜欢橘色 &=touches:puzzle . 
INV: 哦为什么呀?
INV: 你最喜欢橘色 &=points:puzzle.
CHI: 橘色漂亮.
INV: 哦.
INV: 我也觉得它很漂亮.
INV: 橘色很漂亮.
INV: 橘子[//]那你喜欢吃橘子吗 &=laughs?
CHI: 喜欢吃 .",first_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,p,both,"investigator: What’s your favorite color?
child: I like orange the most.
investigator: Why?
investigator: You like orange the most.
child: The orange color is pretty.
investigator: Oh.
investigator: I also think it is pretty.
investigator: The orange color is pretty.
investigator: Orange…then do you like eating oranges (laugh)?
child: I like to eat.",,,
779,Zhou2/60/fa07,,mother,"MOT: 然后呢?
MOT: 你觉得自己搭的那个.
MOT: 这个角,对不对呀?
CHI: 对.",second_person,NP,polar,incomplete,no,no,no,no,,no,no,no,p_answer,after,"mother: and then?
mother: you think that thing you make, the corner right/is it right?
child: right.",no,no,
780,Zhou2/60/fb16,,child,"MOT: 这一横应该横在这个地方.
MOT: 不应该横在这里.
CHI: 我就觉得横在这边.
MOT: 你喜欢?",first_person,NP,declarative,declarative,no,no,no,no,,no,no,no,not_p,before,"mother: This horizontal stroke should go here.
mother: it shouldn’t go here.
child: i just think the horizontal stroke goes here.
mother: do you like?",no,no,yes
781,Zhou2/60/fb16,,mother,"MOT: 小乌龟觉得奇怪.
MOT: 摸摸小星星.",NP,dropped,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: the little turtle feels strange.
mother: and touches the little star.",no,no,no
782,Zhou2/60/fb17,,mother,"MOT: 嗯我觉得这个像什么?
MOT: 像个大恐龙啊.
CHI: 嗯我感觉他像个小乌龟.
MOT: 嗯你觉得像个小乌龟,就像个小乌龟.
MOT: 我觉得是个恐龙.",first_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"mother: hmm, what do i think this is like?
mother: (it) is like a big dinosaur.
child: hmm, i think he/it’s like a small turtle.
mother: hmm, you think (it) is like a small turtle, just like a small turtle.
mother: i think (it) is a dinosaur.",感觉,after for answer,
783,Zhou2/60/fb17,,mother,"MOT: 嗯我觉得这个像什么?
MOT: 像个大恐龙啊.
CHI: 嗯我感觉他像个小乌龟.
MOT: 嗯你觉得像个小乌龟,就像个小乌龟.
MOT: 我觉得是个恐龙.",second_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p,before,"mother: hmm, what do i think this is like?
mother: (it) is like a big dinosaur.
child: hmm, i think he/it’s like a small turtle.
mother: hmm, you think (it) is like a small turtle, just like a small turtle.
mother: i think (it) is a dinosaur.",感觉,before repeating,
784,Zhou2/60/fb17,,mother,"MOT: 嗯我觉得这个像什么?
MOT: 像个大恐龙啊.
CHI: 嗯我感觉他像个小乌龟.
MOT: 嗯你觉得像个小乌龟,就像个小乌龟.
MOT: 我觉得是个恐龙.",first_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: hmm, what do i think this is like?
mother: (it) is like a big dinosaur.
child: hmm, i think he/it’s like a small turtle.
mother: hmm, you think (it) is like a small turtle, just like a small turtle.
mother: i think (it) is a dinosaur.",no,no,yes
785,Zhou2/60/fb17,,mother,"MOT: 这个鱼很漂亮.
CHI: 为什么?
MOT: 那我觉得这边好像还差个小鸟什么的.
MOT: 你认为呢?
CHI: 我认为画一个啄木鸟好.",first_person,NP,declarative,declarative,no,no,no,no,,no,no,no,p?,after,"mother: this fish is very pretty.
child: why?
mother: i think it’s missing like a bird or something here.
mother: what do you think?
child: i think it would be good to draw a woodpecker.",认为,after,
786,Zhou2/60/fb17,,mother,"MOT: 我觉得他像个海豚.
MOT: 光秃秃的像个鸡腿.",first_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: i think he/it is like a dolphin.
mother: completely bare like a chilcken drumstick.",no,no,
787,Zhou2/60/ma02,,mother,"MOT: 还是搭个火箭.
MOT: 我觉得火箭也蛮好.
MOT: 你自己选吧.
CHI: 这个选...
CHI: 还有两个.",first_person,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: go build a rocket.
mother: i think the rocket is also good.
mother: you choose (it’s up to you).
child: choose … for this
child: there are two more. ",no,,
788,Zhou2/60/ma02,,mother,"MOT: 算了.
MOT: 我觉得你画得不好.
MOT: 再画一个,好不好啊?",first_person,second_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: never mind.
mother: i think you didn’t paint well. (i think your painting was not good.)
mother: paint another one, okay?",no,no,
789,Zhou2/60/ma02,,mother,"MOT: 然后你再画一个,好不好?
CHI: 哎呀[/]哎呀![Y]
CHI: 我们俩去玩球去.
MOT: 画个不倒娃娃怎么样?
MOT: 那我不行!
MOT: 我觉得你画得不好.
MOT: 而且比例失调.
MOT: 那树画得这么小.
MOT: 这小鸟比树还大.",first_person,second_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: then you paint another one, okay?
child: ah! Ah!
child: let’s go play ball.
mother: how about drawing a roly-poly doll?
mother: then i can’t! (that won’t work!)
mother: i think you didn’t paint well. (i think your painting was not good.)
mother: also proportions are off.
mother: that tree was painted too small.
mother: this little bird is bigger than the tree.",no,no,
790,Zhou2/60/ma02,,mother,"MOT: 现在只画了一棵树.
MOT: 我觉得你应该在画上再加点东西.
CHI: 加点什么?
MOT: 你想呢?
CHI: 加弯弯的月亮.",first_person,second_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: now there’s only a tree.
mother: i think you should add more things to the painting.
child: what to add?
mother: what do you think?
child: add a crescent moon.",no,no,
791,Zhou2/60/ma02,,mother,"MOT: 爸爸,妈妈一走四只皮皮鼠忍不住吃了好多跳跳糖.
MOT: 在床上兵嘭兵嘭地跳来跳去.
MOT: 跳跳糖吃了后就会跳来跳去[/]跳来跳去是不是啊?
MOT: 爸爸,妈妈觉得很奇怪嗯.
MOT: 什么声音在响啊?
MOT: 好奇怪哦.",dropped,omitted,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: immediately after dad and mom, the four Pipi mice couldn’t help eating lots of popping candy.
mother: jumping up and down on the bed with bang bang sounds.
mother: after eating popping candy, (you/people) will jumping up and down, jumping up and down, right?
mother: dad and mom feel very strange.
mother: what is the noise?
mother: so strange.",no,no,no
792,Zhou2/60/ma03,,mother,"MOT: 这个地方长的不一样.
MOT: 你还觉得?
MOT: 这个地方长的还一样?
MOT: 虽然都是蓝颜色长的还一样?
MOT: 这个瘦这个肥.",second_person,NP,polar,declarative,还,no,no,no,,no,no,no,not_p,before,"mother: this part is shaped differently.
mother: you still think this part is shaped still the same?
mother: although (they) are all blue, the looked still the same?
mother: this one is skinny, this one is fat.",no,no,
793,Zhou2/60/ma03,,mother,"MOT: 这汽车不好看.
MOT: 你觉得呢?
CHI: 好看.
MOT: 好看呀?",second_person,none,polar,none,no,no,no,no,,no,no,no,no,no,"mother: this car is not good looking/pretty.
mother: what do you think?
child: pretty.
mother: pretty?",no,no,no
794,Zhou2/60/ma03,,mother,"MOT: 小乌龟说,请问你是谁呀?
MOT: 小星星眨了眨眼睛,一句话也说不出来.
MOT: 小乌龟觉得奇怪,去摸小星星.
MOT: 哎呀,什么东西这么软呀,太软了.",NP,omitted,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: the little turtle said, may i ask who you are?
mother: the little star blinked, couldn’t say a word.
mother: the little turtle felt weird and went to touch the little star.
mother: ah, what is this thing so soft, too soft.",no,no,no
795,Zhou2/60/ma03,,mother,"MOT: 小企鹅说,请问尊姓大名?
MOT: 小星星眨了眨眼睛,一句话也说不出来.
MOT: 小企鹅觉得奇怪,赶紧上前去摸一下.
MOT: 哎呀,这是什么,太热了吧.",NP,omitted,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: the little penguin, may i ask what you name is?
mother: the little star blinked, couldn’t say a word.
mother: the little penguin felt weird and went to touch the little star.
mother: ah, what is this, too hot.",no,no,no
796,Zhou2/60/ma03,,mother,"CHI: 画星星怎么画?
CHI: 可对呀?
MOT: 对.
MOT: 你觉得星星长的什么样就画什么样.
MOT: 我喜欢看你想象中的星星的样子.",second_person,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: how to draw a star?
child: right? (?)
mother: right
mother: draw the stars however you think they look.
mother: i like to see the way starts look in your imagination. ",no,no,no
797,Zhou2/60/ma03,,child,"MOT: 这什么变形金刚?
CHI: 你觉得像不像光能使者上面的那个.
MOT: 我觉得像那个超级光能里面<那个>[/]那个坏蛋叫什么.
MOT: 那个坏蛋叫什么名字?
CHI: xxx.",second_person,dropped,polar,declarative,no,no,no,no,,no,no,no,no,no,"mother: what is this transformer?
child: Do you think (it) looks like the one from Mado King Granzort?
mother: i think (it) looks like the villain from Super Granzort. What is the name of the villain?
mother: what is the name of the villain?
child: xxx.",no,no,yes
798,Zhou2/60/ma03,,mother,"MOT: 这什么变形金刚?
CHI: 你觉得像不像光能使者上面的那个.
MOT: 我觉得像那个超级光能里面<那个>[/]那个坏蛋叫什么.
MOT: 那个坏蛋叫什么名字?
CHI: xxx.",first_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: what is this transformer?
child: Do you think (it) looks like the one from Mado King Granzort?
mother: i think (it) looks like the villain from Super Granzort. What is the name of the villain?
mother: what is the name of the villain?
child: xxx.",no,no,yes
799,Zhou2/60/ma05,,mother,"CHI: 嗯谁的尾巴啊?
CHI: 老鼠.
MOT: 老鼠的尾巴长吗?
CHI: 长.
MOT: 老鼠的尾巴妈妈觉得不长嘛.
MOT: 再想想看.
CHI: 嗯![Y]",NP,NP,declarative,declarative,no,no,no,no,yes,no,no,no,p?,before,"child: hmm, whose tail (is this)? -> should be mom?
child: the mouse.
mother: do mice have long tails?
child: long.
mother: mice’s tails mom thinks are not long (topicalized: mom thinks the mice’s tails are not long).
mother: think about it again.
child: yeah.",no,no,
800,Zhou2/60/ma05,,mother,"MOT: 你好,小乌龟说,请问你是谁啊?
MOT: 小星星眨了眼睛一句话也说不出来.
MOT: 小乌龟觉得很奇怪.
MOT: 它捏捏小星星.",NP,omitted,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: hello, the little turtle said, who are you?
mother: the little star blinked, couldn’t say a word.
mother: the little turtle felt weird 
mother: it squished the little star.",no,no,no
801,Zhou2/60/ma05,,mother,"MOT: 尊姓大名就是说请问你姓什么.
MOT: 小星星眨了眨眼睛一句话也说不出来.
MOT: 企鹅觉得奇怪就伸手去摸了一下小星星.",NP,omitted,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: what is your name? Which means what is your family name
mother: the little star blinked and couldn’t say a word.
mother: the penguin felt very strange so it reached to touch the little star.",no,no,no
802,Zhou2/42/fa08,,mother,"MOT: 那怎么处理这粒种子呢?
MOT: 蜘蛛问老蚯蚓.
MOT: 老蚯蚓若有所思""/.
MOT: ""把他种起来.
MOT: ""说不定还能结出什么美味的果子来呢!
MOT: 大家觉得这个注意不错.
MOT: 然后就把这粒种子种到地里去.",NP,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: so what should we do with this seed?
mother: the spider asked the old earthworm.
mother: (we should) plant it.
mother: the older earthworm looked deep in thought:
mother: maybe (it) could even bear some delicious fruit.”
mother: everyone thought it was a good idea.
mother: then (they) planted this seed in the ground.",no,no,no
803,Zhou2/42/fa10,,mother,"MOT: 你看你这么多工具.
MOT: 你才用了一点点.
CHI: 这样子搭.
MOT: 这样子你觉得它坚固吗?
MOT: 假如我一动呢?
MOT: 坚固不坚固?
MOT: 坚固,一定要把根基打好.",second_person,third_person,polar,declarative,no,no,no,no,,no,no,no,p?,after,"mother: you see, you (have) so many tools.
mother: you only used so few.
child: build it like this.
mother: do you think it is stable this way?
mother: what if i move it a little?
mother: (is it) stable or not?
mother: stable, you have to make sure the foundation is solid.",no,no,no
804,Zhou2/42/fa10,,mother,"MOT: 妈妈对剩下的一只皮皮鼠说""/.
MOT: ""你要好好睡觉,别再吵闹!
MOT: 可是这只皮皮鼠呢?
MOT: 你觉得它会不会听话?
MOT: 妈妈一走呀,这只皮皮鼠还是忍不住吃跳跳糖.",second_person,third_person,polar,declarative,no,no,会,no,,no,no,no,no,no,"mother: the mom told the other Pipi mouse:
mother: “you need to sleep nice and stop making noise!”
mother: but this Pipi mouse
mother: do you think would will listen?
mother: as soon as the mom left, this Pipi mouse couldn’t resist eating the popping candy.",no,no,no
805,Zhou2/42/ma04,,mother,"MOT: 爸爸,妈妈说""/.
MOT: ""咦什么声音在响啊?
MOT: ""真奇怪.
MOT: 你看爸爸在这边看报纸,觉得真奇怪.",NP,omitted,declarative,none,,,,,,,,,,,,,,
806,Zhou2/42/ma05,,mother,"MOT: 小乌龟说""/.
MOT: ""你是谁啊?
MOT: 小星星眨眨眼睛.
MOT: 还是一句话也说不出来.
MOT: 小乌龟觉得奇怪.
MOT: 它问小星星.
MOT: 什么东西这么软?",NP,omitted,declarative,none,,,,,,,,,,,"mother: the little turle said:
mother: who are you?
mother: the little star blinked,
mother: still couldn’t say a word.
mother: the little turtle felt weird 
mother: he asked the little star
mother: what’s so soft?",,,
807,Zhou2/72/fa07,,mother,"MOT: 一只小乌龟走过来说你好请问你是谁啊?
MOT: 小星星眨了眨眼睛一句话也不说.
MOT: 小乌龟觉得很奇怪它摸了摸小星星.
MOT: 哎呀什么东西这么软啊?",NP,omitted,declarative,none,,,,,,,,,,,"mother: the little turtle walked over and said, hello, who are you?
mother: the little star blinked, couldn’t say a word.
mother: the little turtle felt weird. It touched the little star
mother: “wow, what’s so soft?”",,,
808,Zhou2/72/fa07,,mother,"MOT: 你好小企鹅说请问尊姓大名?
MOT: 小星星眨了眨眼睛一句话也不说.
MOT: 小企鹅觉得奇怪伸手摸了摸.
MOT: 哎呀这是什么呀?",NP,omitted,declarative,none,,,,,,,,,,,"mother: hello, the little penguin said, what is your name? 
mother: the little star blinked and couldn’t say a word.
mother: the penguin felt very strange so it reached to touch the little star.
mother: “wow, what’s this?”",,,
809,Zhou2/72/fa07,,mother,"MOT: 大狗熊怎么帮助它啦?
CHI: 给它一层棉袄.
MOT: 哦.[Y]
MOT: 然后小乌龟呢?
MOT: 小乌龟觉得它太软了要给它一个什么?
CHI: 壳.",NP,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: how did the bear help it?
child: (he) gave it a cotton jacket.
mother: oh.
mother: then (what about) the little turtle?
mother: the little turtle thought it was too soft and what would (he) give it?
child: a shield.",,,
810,Zhou2/72/fa07,,mother,"MOT: 那白鹅妈妈呢?
MOT: 给了它一个什么?
CHI: 棉被.
MOT: 嗯.[Y]
MOT: 那小企鹅呢?
MOT: 觉得它太冷了给它一个什么?
CHI: 太冷了.
MOT: 嗯它觉得.
MOT: 小企鹅觉得它太热了给它一个冷的什么
CHI: 冰.
MOT: 冰袋.",dropped,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: what about Mama goose?
mother: what did (she) give it?
child: a cotton blanket.
mother: yeah.
mother: what about the little penguin?
mother: (penguin) thought it was too cold, what did (he) give it?
child: too cold.
mother: yeah he thought.
mother: the little penguin thought it was too hot and what did (he) give it?
child: ice.
mother: an ice pack.",,no,no
811,Zhou2/72/fa07,,mother,"MOT: 那白鹅妈妈呢?
MOT: 给了它一个什么?
CHI: 棉被.
MOT: 嗯.[Y]
MOT: 那小企鹅呢?
MOT: 觉得它太冷了给它一个什么?
CHI: 太冷了.
MOT: 嗯它觉得.
MOT: 小企鹅觉得它太热了给它一个冷的什么
CHI: 冰.
MOT: 冰袋.",third_person,omitted,declarative,none,no,no,no,no,,no,no,no,no,no,"mother: what about Mama goose?
mother: what did (she) give it?
child: a cotton blanket.
mother: yeah.
mother: what about the little penguin?
mother: (penguin) thought it was too cold, what did (he) give it?
child: too cold.
mother: yeah he thought.
mother: the little penguin thought it was too hot and what did (he) give it?
child: ice.
mother: an ice pack.",,no,no
812,Zhou2/72/fa07,,mother,"MOT: 那白鹅妈妈呢?
MOT: 给了它一个什么?
CHI: 棉被.
MOT: 嗯.[Y]
MOT: 那小企鹅呢?
MOT: 觉得它太冷了给它一个什么?
CHI: 太冷了.
MOT: 嗯它觉得.
MOT: 小企鹅觉得它太热了给它一个冷的什么
CHI: 冰.
MOT: 冰袋.",NP,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"mother: what about Mama goose?
mother: what did (she) give it?
child: a cotton blanket.
mother: yeah.
mother: what about the little penguin?
mother: (penguin) thought it was too cold, what did (he) give it?
child: too cold.
mother: yeah he thought.
mother: the little penguin thought it was too hot and what did (he) give it?
child: ice.
mother: an ice pack.",no,no,no
813,Zhou2/72/fa08,,mother,"CHI: 嗯我要做东西.
CHI: 我身子做了.
CHI: 啊.[Y]
MOT: 嗯[/]嗯.[Y]
CHI: 多多多@c.
MOT: 你觉得...
MOT: 嗯...[Y]
MOT: 头上长了红红的什么?
CHI: <没有>[/]没有.
CHI: 我没有好呢.",second_person,dropped,wh_question,declarative,no,no,no,no,,no,了,no,no,no,"child: i want to make something.
child: i’ve made the body.
child: ah.
mother: yeah, yeah
child: more, more, more (?)
mother: what do you think…
mother: hmm…
mother: what is the red thing that is growing on the head?
child: no, no.
child: i’m not done yet.",,,
814,Zhou2/72/fa08,,mother,"MOT: 我们孩名最爱画画了.
MOT: 我们孩名家里面呀画得来.
MOT: 一有空就画画,对吧?
MOT: 孩名你这个.
MOT: 你觉得画画给你带来什么感觉?
CHI: 感觉好处.
MOT: 感觉什么?
CHI: 有好处.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,no,no,"mother: our <kid’s name> likes drawing the most.
mother: our <kid’s name> can draw well at home (?)
mother: (the kid) draws whenever he gets a chance.
mother: <kid’s name> you
mother: what kind of feeling do you think drawing gives you? (how does drawing make you feel?)
child: feeling advantages.
mother: feeling what?",,,
817,Zhou2/72/fa08,,mother,"MOT: 妈妈告诉你.
MOT: 你看这些东西妈妈觉得很好.
MOT: 但这个影片.
MOT: 但这个卡通片的一些粗话啊什么的你千万不能学啊.",NP,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,,,,
818,Zhou2/72/fa09,,mother,"MOT: 这边怎么了?
MOT: 乖乖.
MOT: 这边又怎么了?
MOT: 然后它爸爸,妈妈又觉得奇怪了.",NP,omitted,declarative,none,又,,,,,,,,,,,,,
819,Zhou2/72/fa10,,mother,"MOT: 爸爸,妈妈说""/.
MOT: ""咦.
MOT: 他们觉得怎么了?
MOT: 很奇怪.
MOT: 什么声音啊?",third_person,dropped,wh_question,declarative,no,no,no,no,,no,了,no,no,no,"mother: dad and mom said:
mother: huh?
mother: they thought what’s wrong
mother: very strange.
mother: what’s the sound?",,,
821,Zhou2/72/fb16,,mother,"MOT: 怎么搞的?
CHI: 不管了.
MOT: <快了>[/]快了.
CHI: 看我做的楼梯漂亮.
MOT: 真的吗?
MOT: 你觉得你做得快还是妈妈做得快?
MOT: 看妈妈做的怎么样?
MOT: 还行吧?",second_person,NP,polar,declarative,no,no,no,no,,no,no,no,no,no,"mother: how did this happen?
child: forget it.
mother: almost done, almost done.
child: look, the staircase i made is pretty.
mother: really?
mother: do you think you did it faster or mom did it faster?
mother: look how did mom do?
mother: not bad?",,,
822,Zhou2/72/fb18,,mother,"MOT: 这个你觉得还有意思啊?
CHI: 一点意思都没有.
MOT: 没意思啊.",second_person,NP,rhetorical,declarative,no,no,no,no,,no,no,no,no,no,"mother: this, you still think is interesting? (you think this is still interesting?)
child: not interesting at all
mother: oh",,,
823,Zhou2/72/ma03,,mother,"MOT: 小企鹅觉得很奇怪,就伸出手来摸了摸.
MOT: 哎呀怎么这么热啊?
MOT: 太热了!",NP,omitted,declarative,none,,,,,,,,,,,,,,
824,Zhou2/72/ma05,,mother,"MOT: 他用手摸了摸什么东西这么冷?
MOT: 他摸到冰袋上去了觉得好冷是不是啊?
CHI: 嗯.[Y]
MOT: 然后呢小朋友把小星星身上的东西都扒掉啦是不是啊?
MOT: 原来他认出来啦.",dropped,omitted,declarative,none,,,,,,,,,,,,,,
825,Zhou2/72/mb11,,mother,"MOT: 你以前有没有玩过这个?
CHI: 没有.
MOT: 没有啊?
MOT: 你觉得好不好玩啊?
CHI: 嗯.[Y]",second_person,dropped,polar,declarative,no,no,no,no,,no,no,no,no,no,"mother: have you played this before?
child: no.
mother: no?
mother: do you think this is fun to play?
child: yeah.",,,
827,Zhou2/48/fa05,,child,"CHI: 这还有鞋子.
MOT: 对啊?
MOT: 哦对呀,给他穿上鞋子了.
MOT: 小乌龟穿着鞋子,是不是?
CHI: 我觉得他不像乌龟.
MOT: 你觉得他不像乌龟.
MOT: 那我们想他是什么呢?
MOT: 你给他起名字,好不好?",first_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: there are shoes here.
mother: right?
mother: yeah right, put shoes on him.
mother: the little turtle was wearing shoes, right?
child: i think he’s not like a turtle.
mother: you think he’s not like a turtle.
mother: then what do you think he is?
mother: you should name him, okay? (why don’t you give him a name?)",,,
828,Zhou2/48/fa05,,mother,"CHI: 这还有鞋子.
MOT: 对啊?
MOT: 哦对呀,给他穿上鞋子了.
MOT: 小乌龟穿着鞋子,是不是?
CHI: 我觉得他不像乌龟.
MOT: 你觉得他不像乌龟.
MOT: 那我们想他是什么呢?
MOT: 你给他起名字,好不好?",second_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: there are shoes here.
mother: right?
mother: yeah right, put shoes on him.
mother: the little turtle was wearing shoes, right?
child: i think he’s not like a turtle.
mother: you think he’s not like a turtle.
mother: then what do you think he is?
mother: you should name him, okay? (why don’t you give him a name?)",,,
829,Zhou2/48/fa05,,mother,"MOT: 好朋友问小星星.
MOT: 小星星眨了眨眼睛.
MOT: 还是一句话也说不出来.
MOT: 小乌龟觉得很奇怪.
MOT: 摸了摸觉得什么东西这么软啊?
MOT: 怎么这么软的?
MOT: 太软了.",NP,omitted,declarative,none,,,,,,,,,,,"mother: the friend asked the little star
mother: the little star blinked
mother: still couldn’t say a word.
mother: the little turtle felt very strange.
mother: (he) touched and thought, what thing is this that is so soft? (what do you think is so soft)?
mother: why is this so soft?
mother: so soft.",,,
830,Zhou2/48/fa05,,mother,"MOT: 好朋友问小星星.
MOT: 小星星眨了眨眼睛.
MOT: 还是一句话也说不出来.
MOT: 小乌龟觉得很奇怪.
MOT: 摸了摸觉得什么东西这么软啊?
MOT: 怎么这么软的?
MOT: 太软了.",dropped,NP,wh_question,declarative,no,no,no,no,,no,no,no,no,no,"mother: the friend asked the little star
mother: the little star blinked
mother: still couldn’t say a word.
mother: the little turtle felt very strange.
mother: (he) touched and thought, what thing is this that is so soft? (what do you think is so soft)?
mother: why is this so soft?
mother: so soft.",,,
831,Zhou2/48/fa06,,mother,"CHI: 这像是xxx.
MOT: <等会儿>[/]等会儿.
MOT: 你不觉得这像小白兔吗?
CHI: 你看哪.
CHI: 像萝卜吧?
MOT: 像萝卜.",second_person,NP,polar,declarative,no,no,no,yes,,no,no,no,no,no,"child: this is like xxx.
mother: wait wait
mother: don’t you think this is like a little rabbit?
child: look.
child: like a radish right?
mother: like a radish.",,,
832,Zhou2/48/fa06,,mother,"MOT: 好.
MOT 这就可以了.
MOT: 你看.
MOT: 我们一个还没搭起来.
MOT: 看到了吧.
MOT: 我觉得我们还是有问题哎.
CHI: 我觉得不错了.
MOT: 你觉得很不错吗?
CHI: 当然了.",first_person,first_person,declarative,declarative,no,no,no,no,,no,no,no,contrast_p,after,"mother: okay.
mother: this is fine.
mother: you see.
mother: you still have one left that is not built.
mother: (you) see that.
mother: i think we still have some problems.
child: i think (it is) very good.
mother: you think (it is very good)
child: of course. ",,觉得,
833,Zhou2/48/fa06,,child,"MOT: 好.
MOT 这就可以了.
MOT: 你看.
MOT: 我们一个还没搭起来.
MOT: 看到了吧.
MOT: 我觉得我们还是有问题哎.
CHI: 我觉得不错了.
MOT: 你觉得很不错吗?
CHI: 当然了.",first_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p,both,"mother: okay.
mother: this is fine.
mother: you see.
mother: you still have one left that is not built.
mother: (you) see that.
mother: i think we still have some problems.
child: i think (it is) very good.
mother: you think (it is very good)
child: of course. ",,觉得,yes
834,Zhou2/48/fa06,,mother,"MOT: 好.
MOT 这就可以了.
MOT: 你看.
MOT: 我们一个还没搭起来.
MOT: 看到了吧.
MOT: 我觉得我们还是有问题哎.
CHI: 我觉得不错了.
MOT: 你觉得很不错吗?
CHI: 当然了.",second_person,dropped,polar,declarative,no,no,no,no,,no,no,no,p,before,"mother: okay.
mother: this is fine.
mother: you see.
mother: you still have one left that is not built.
mother: (you) see that.
mother: i think we still have some problems.
child: i think (it is) very good.
mother: you think (it is very good)
child: of course. ",,觉得,
835,Zhou2/48/fa06,,mother,"MOT: 等等[/]等等[/]等等.
MOT: 再来一下.
CHI: 哟.[Y]
MOT: 我觉得你真会搞笑.
MOT: 来,站起来.
MOT: 我这样拍一下啊.
MOT: 好.",first_person,second_person,declarative,declarative,no,no,会,no,,no,no,no,no,no,"mother: wait, wait, wait
mother: do it again.
child: yo
mother: i think you are really funny.
mother: come, get up.
mother: i’ll bounce (it) once.
mother: okay.",,,
836,Zhou2/48/fa06,,mother,"CHI: 这这边也有头哎.
CHI: 怎么玩啊?
MOT: 嗯[/]嗯.[Y]
MOT: 好.
MOT: 这个怎么玩啊?
MOT: 我觉得你这个不错.
MOT: 你看.
MOT: 这个.",first_person,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: There’s a head on this side.
child: how to play?
mother: yeah, yeah
mother: okay
mother: how to play this?
mother: i think yours is pretty good.
mother: you see.
mother: this one.",,,
