id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,embedded_negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast
111,Zhou1/cs20b,1;09,mother,"CHI: 是大灰狼的声音.
MOT: 是谁的声音啊?
CHI: 是大灰狼的声音.
MOT: 噢.
MOT: 是大灰狼的声音.
MOT: 小红眼睛一听以为是妈妈回来了,他就准备去开门.他也跑过去要开门.
MOT: 大灰狼.
MOT: 你看.",third_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p_alt,both,"child: It was the wolf’s voice.
mother: Whose voice was it?
child: It was the wolf’s voice.
mother: Oh.
mother: It’s the wolf’s voice.
mother: Little red eyes heard and incorrectly thought it was mom coming back. He was just about to go open the door. He also ran over to open the door.
mother: The wolf.
mother: Look.",no,no
112,Zhou1/cs32b,2;08,mother,"MOT: 放起来.
MOT: 扔进去.
MOT: 好吗?
MOT: 看谁扔得快.
MOT: 轻一点.
MOT: 你以为你收不完.
MOT: 其实收得完.
MOT: 对吧?",second_person,second_person,declarative,declarative,no,no,no,no,yes,no,no,no,not_p,after,"mother: Put it away.
mother: Throw it in.
mother: Okay?
mother: Let’s see who can throw faster.
mother: Be gentle.
mother: You incorrectly thought you couldn’t finish packing.
mother: But (you) actually can finish packing.
mother: Right?",no,no
113,Zhou2/48/fa05,4;00,mother,"MOT: 狗熊先生想这小家伙可能有点不舒服啊.
MOT: 就把自己的皮袄脱下来给小星星穿上.
MOT: 你看.
MOT: 好玩啊.
MOT: 小熊你看.
MOT: 狗熊以为它不舒服.
MOT: 是不是你冷啊?
MOT: 你没衣服穿啊才哭啊?",NP,third_person,declarative,declarative,no,no,no,no,yes,no,no,no,no,no,"mother: Mr. Bear thought this little guy maybe is a little unwell.
mother: So he took his jacket off and put it on the Little star.
mother: Look.
mother: SO fun.
mother: Little bear, look.
mother: The bear incorrectly thought it was unwell.
mother: Are you cold?
mother: Are you crying because you don’t have clothes to wear?",想,before
114,Zhou2/48/fa05,4;00,mother,"MOT: 对了.
MOT: 他把他的乌龟壳拿了下来.
MOT: 给小星星顶在脖子上.
MOT: 还用细线捆的紧紧实实的.
MOT: 这是细铁丝啊?
MOT: 我还以为这本书被哪个小朋友划的呢.
MOT: 噢他是用小细的铁丝一捆一捆把他捆起来的不让乌龟壳掉下来.
MOT: 然后离开了.",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,no,no,no,"mother: Right.
mother: He took off his turtle shell.
mother: And put on top of the neck of the Little star.
mother: And secured it with a thin iron wire.
mother: This is a thin iron wire?
mother: I incorrectly thought this book was sliced by some kid. 
mother: Oh, he used the tiny, thin iron wire to tie him up so the turtle shell won't fall off.
mother: And then left.",no,no
115,Zhou2/48/fa05,4;00,mother,"MOT: 通上电后会动,是吧?
MOT 不是.
MOT: 他一通上电.
MOT: 这个被子变得暖和.
MOT: <越来越暖和>[/]越来越暖和.
MOT: 原以为他冷了.
MOT: 然后给他通上电的被子就暖和.
MOT: 然后白鹅妈妈又怎么?",dropped,third_person,declarative,declarative,原,no,no,no,no,no,no,原,not_p,both,"mother: It moves when powered on, right?
mother: No.
mother: Once he powers it on,
mother: This blanket becomes warmer.
mother: Warmer and warmer.
mother: Originally, incorrectly thought he was cold.
mother: Then, after giving him the powered-on blanket, it is warmer.
mother: Then, what about (what happened to?) Mama Goose?",no,no
116,Zhou2/72/mb12,6;00,mother,"MOT: 动物医院.
MOT: 爸爸一走,另外三只老鼠可是不听妈妈的话.
MOT: 喏又开始皮@d起来了.
MOT: 蹦啊蹦的往下跳.
MOT: 咦什么声音在响啊?
MOT: 爸爸妈妈回来一听到,以为这三只老鼠睡觉了呢.又是一声咚啊.
MOT: 你看碗也摔破了.
MOT: 东西也摔破了.",dropped,third_person,declarative,declarative,no,no,no,no,no,no,了,no,p_alt,before,"mother: The vet.
mother: As soon as the dad left, the other mice didn’t listen to the mom.
mother: Here, (they) started to get mischievous again.
mother: Bouncing up and down as they jumped down.
mother: What is that sound?
mother: Dad, mom came back and heard, and incorrectly thought these three mice were sleeping, then it was another thud.
mother: Look, the bowls were broken.
mother: things were broken.",no,no
117,Zhou2/72/mb15,6;00,child,CHI:	我 还 以为 这 里面 全 是 玩具 呢 .,first_person,third_person,declarative,declarative,还,no,no,no,,no,no,no,not_p,after,child: i thought it was full of toys. aunt! cam: things for drawing are not toys? child: drawing is not toys. i want those that are like toys.,no,no
118,Zhou2/60/fa06,5;00,mother,"MOT: 你画的妈妈啊?
MOT: 你太阳?
MOT: 还是什么颜色?
MOT: 还是太阳?
MOT: 我一直以为你画的是太阳啊.
CHI: 对.
CHI: 等一下.
CHI: <我>[/]我等一下.
CHI: 换其他的颜色.",first_person,second_person,declarative,declarative,一直,no,no,no,no,no,no,no,p_alt,before,"mother: Did you draw mom?
mother: You sun? (?)
mother: Or what color is it?
mother: Or is it the sun?
mother: I always incorrectly thought what you drew was the sun.
child: Yeah.
child: Wait a minute.
child: Me… I’ll in a bit.
child: change to another color.",no,no
119,Zhou2/60/ma03,5;00,mother,"CHI: 因为[/]因为乌龟壳.
MOT: 好嘞.
MOT: 顶在它头上,还对呀?
MOT: 白鹅妈妈赶紧抱着一床羽毛被给小星星盖上.
MOT: 怕小星星受凉.
MOT: 她以为小星星病了.
MOT: 白鹅妈妈走了.
MOT: 小星星怎么样?
MOT: 又怎么了?
CHI: 哭.
MOT: 还是哼哼唧唧的哭.",third_person,third_person,declarative,declarative,no,no,no,no,no,no,了,no,no,no,"child: Because…because of the turtle shell.
mother: Okay.
mother: put (it) on its head, right? 
mother: Mama Goose quickly got a feather quilt and covered Little Star with it.
mother: (She) was worried that Little Star might get cold.
mother: She incorrectly thought Little Star was sick.
mother: Mama Goose left.
mother: How was Little Star?
mother: What happened again?
child: Cry.
mother: Still whimpering (crying in a whiny way).",想,before
120,Zhou2/60/ma03,5;00,mother,"MOT: 哎呀,这是什么,太热了吧.
MOT: 小企鹅飞快地搬来一个冰袋放在小星星身上.
MOT: 这才满意地走了.
MOT: 他以为小星星热的不行.
MOT: 小星星穿着皮袄,顶着乌龟壳,盖着羽毛被,拉着冰袋哼哼唧唧的哭的更厉害了.
CHI: 嗯.",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,p,before,"mother: Little Penguin quickly moved an ice bag and put it on Little Star.
mother: And then left satisfactorily. 
mother: He thought Little Star was extremely hot.
mother: Little Star, wearing a fur coat, carrying a turtle shell, covered in a feather quilt, and dragging the ice bag, whimpered even harder.
child: Yeah.",no,no
121,Zhou2/54/fa07,4;06,mother,"MOT: 这是什么?
MOT: 这么热.
MOT: 太热了!
MOT: 小企鹅就飞快地搬来了一只冰袋盖在小星星身上.
MOT: 这才满意地走了.
MOT: 你看.
MOT: 他有冰袋.
MOT: 他以为他很热.
MOT: 然后小星星就穿着皮袄.
MOT: 顶着乌龟壳盖着羽毛被又压着一只冰袋.
MOT: 哼哼唧唧的哭的啊更厉害了!
MOT: 嗯.
MOT: 这时候啊一个小朋友走了过来.",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,p,before,"mother: What is this?
mother: It’s so hot.
mother: Too hot!
mother: The little penguin quickly brought an ice pack and placed it on the little star.
mother: And then left in satisfaction.
mother: Look.
mother: He has an ice pack.
mother: He incorrectly thought he was very warm.
mother: And then the little star was wearing a fur coat,
mother: With a turtle shee on its head, a feather quilt over it, and an ice pack pressed on top.
mother: Whimpering/whining and crying even harder now!
mother: Yeah.
mother: At that moment, a child walked over.",no,no
122,Zhou2/54/mb15,4;10,mother,"MOT: 他耳朵长得不行喽.
MOT: 这就画鼻子.
MOT: 嘴巴,眼睛,不画啊?
CHI: 等一会儿.
CHI: 我还没画完呢.
MOT: 我还以为这是两个辫子呢.
CHI: 本来就是两个辫子嘛.
MOT: 哦.",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,no,disagreement,after,"mother: His ears don’t look good.
mother: Now, draw the nose.
mother: (You’re) not drawing the mouth and eyes?
child: Wait a minute.
Chidl: I haven’t finished drawing.
mother: I also incorrectly these were two braids.
child: It’s supposed to be two braids.
mother: Oh. ",no,no
123,Zhou2/42/ma05,3;06,mother,"MOT: 白鹅妈妈一摸.
MOT: 这美丽的东西是什么呢? (这么冷的东西？)
MOT: 给它添了一个大棉被.
MOT: 哎哟.
MOT: 它以为小星星会冷. 
MOT: 是吧?
MOT: 给它盖了一个毛被子.",third_person,third_person,declarative,declarative,no,no,会,no,no,no,no,no,p,before,"mother: Mama Goose touched (it).
mother: What is the pretty (cold) thing?
mother: And then added a big quilt for it.
mother: Oh my.
mother: She incorrectly thought Little Star was going to be cold.
mother: Right?
mother: And then covered it with a furry blanket.",no,no
124,Zhou3/702,3;09,father,"CHI: 猎人是个好心的人,把白雪公主放了.
FAT: 他在树林里找了个小野猪献给王后.
FAT: 王后以为白雪公主真的死了.
CHI: 白雪公主最后找了个小房子.
CHI: 在里面住了七个小矮人.",third_person,third_person,declarative,declarative,no,no,会,no,no,no,了,no,not_p,after,"child: The hunter is a kind man, and (he) let Snow White go.
father: He found a little wild boar and dedicated it to the Queen.
father: The Queen incorrectly thought Snow White was dead.
child: Snow White eventually found a little house.
child: There were Seven Dwarfs living there.",no,no
125,ZhouAssessment/4-4.5/FJtangchenyouke,4;02,teacher,"CHI: 这是棉被啊!
TEA: 这是棉被啊,嗯,那好吧!
TEA: 那你觉得棉被放哪里?
TEA: 我刚才还以为它是一张地毯呢.
TEA: 我本来想动脑筋想一想.
TEA: 要是它是一张地毯的话,还可以铺在地板上,请她们吃饭.
TEA: 可是现在如果它是一床被子的话,就不要请她们坐在地板上了,那该怎么办?",first_person,third_person,declarative,declarative,"刚才, 还",no,no,no,no,no,no,刚才,p_alt,both,"child: this is a blanket. 
teacher: this is a blanket. Ah, well, okay. 
teacher: where do you think we should put the blanket?
teacher: i incorrectly thought it was a carpet just now.
teacher: originally I was going to put some thought into it. 
teacher: if it were a carpet, (we) could have put it on the floor and invited them to have meals. 
teacher: but now if this is a blanket, we shouldn't let them sit on the floor. what should we do?",no,no
126,ZhouAssessment/4-4.5/ZBcuijunzhe,4;02,child,CHI:	我 以为 这 个 红色 的 没2 了 呢 !,first_person,third_person,declarative,declarative,no,no,no,no,,no,"没, 了",no,p_alt,both,"child: let me count how many red (color things). one, two, three, four, four. teacher: how many red things? child: five. five. i thought there is no this red (thing). teacher: five red things. child: i didn't see this thing clearly.",no,no
127,ZhouAssessment/3.5-4/NJliuqinxuan,3;10,teacher,"CHI: 他看的是动画片.
TEA: 动画片啊!
TEA: 什么动画片啊?
CHI: 这是一个[:盏]灯.
TEA: 哦,你想坐下来啊!
TEA: 我以为你不想坐了.
CHI: 这是一个[:盏]灯.
TEA: 嗯,这是一个[:盏]灯啊!",first_person,second_person,declarative,declarative,no,no,no,no,yes,no,了,no,not_p,before,"child: He is watching a cartoon.
teacher: cartoon!
teacher: which cartoon is it?
child: this is a lamp.
teacher: oh, you want to sit down!
teacher: i incorrectly thought you didn’t want to sit down.
child: this is a lamp.
teacher: yeah, this is a lamp.",no,no
128,ZhouAssessment/4.5-5/XIANsongjunxi,4;11,child,CHI:	我 还 以为 是 转转 椅 呢 !,first_person,dropped,declarative,declarative,no,no,是,no,,no,no,no,p_alt,before,"teacher: there is a faucet here. this is a lamp. let's see which room is dark, and (we) put the lamp there. child: i thought this is a swivel chair.",no,no
129,ZhouDinner/middle/14,4;09,child,CHI:	你 以为 我 没有 手 啊,second_person,first_person,declarative,declarative,no,no,no,no,,no,no,no,against the fact,no,mom: why did you feed her? it's not that she can't eat on her own. child: you thought i didn't have hands? mom: give her some fish. as long as there's no bone. father: okay! let's eat the fish. eat slwoly.,no,no
130,ZhouDinner/middle/20,4;01,grandma,"CHI: 母的小.
CHI: 公的大.
GMO: 为什么啊?
CHI: 刚才我听见爸爸说的.
FAT: 嗯.
GMO: 我还以为你知道了呢.
GMO: 听见爸爸说的啊!
CHI: 我早就知道了.
MOT: 你早就知道了?
GMO: 你早就知道了?
CHI: 嗯.",first_person,second_person,declarative,declarative,还,no,no,no,no,no,了,no,p_alt,before,"child: The female is smaller.
child: The male is larger.
grandma: Why?
child: I just heard that’s what dad said.
father: Yeah.
grandma: I thought you knew. 
grandma: (You) heard it from dad! 
child: I knew it a while ago. 
mom: You knew it a while ago?
grandma: You knew it a while ago?
child: Yeah.",no,no
131,ZhouDinner/middle/20,4;01,mother,"CHI: 我吃的好像是母的.
MOT: 你咋知道?
CHI: 我想吃公的.
MOT: 你吃的是公的.
MOT: 你以为呢?
CHI: 我以为是母的.
CHI: 你看公的钳子大.",second_person,none,polar,none,no,no,no,no,no,no,no,no,no,no,"child: The one I ate might be female.
mother: How did you know?
child: I want to have the male (crab).
mother: What you ate was amel.
mother: What did you think?
child: I incorrectly thought it was female.
child: Look, the male has larger claws.",no,no
132,ZhouDinner/middle/20,4;01,child,CHI:	我 以为 是 母 的 .,first_person,dropped,declarative,declarative,no,no,是,no,,no,no,no,not_p,both,"child: i probably had the female (crab). mom: how did you know? child: i want to have the male (crab). mom: you had the male (crab). what did you think? child: i thought i had the female (crab). father: you see, the male (crabs) have bigger claws. very impressive. you see, the female (crab)'s crawls are not very big. this is a female (crab).",no,no
133,ZhouDinner/middle/28,NA,mother,"GMO: 放在旁边.
FAT: 先吃掉.
FAT: 要烂掉了.
MOT: 我跟妈妈说.
MOT: 妈妈没吭声.
MOT: 我以为不吃呢!
MOT: 这个吃火锅哦.
MOT: <她说>[//]还是不要说了.",first_person,dropped,declarative,declarative,no,no,no,no,yes,no,no,no,p_alt,after,"grandma: Put it to the side.
father: Eat (it) first.
father: It is going to be mushy.
mother: I spoke to mom.
mother: Mom didn’t say anything.
mother: I incorrectly thought (she) wouldn't eat.
mother: This, have a hotpot.
Mother: She said…better not to say.",no,no
134,ZhouDinner/middle/58,4;06,mother,"GMO: 快点吃呀.
MOT: 给老师看你在家里吃的是不是快的!
GMO: 奶奶给你夹点肉!
CHI: 肉汁太少了.
MOT: 不行,你倒那么多干吗?
MOT: 你以为你是小狗狗啊!
CHI: xxx.
GMO: 宝宝,肉肉也吃.",second_person,second_person,declarative,declarative,no,no,no,no,no,no,no,no,no,fact,"grandma: Eat faster.
mother: Show your teacher whether you eat fast at home.
grandma: Grandma will get you some meat.
child: There isn’t enough gravy.
mother: No, why did you pour so much?
mother: You incorrectly thought you were a little puppy!
child: xxx.
grandma: Baby, also eat meat.",no,no
135,ZhouDinner/middle/66,4;10,mother,"MOT: 你看看你吃的什么样子!
CHI: 妈妈吃!
MOT: 我跟你说.
MOT: 我要生气的!
MOT: 你不要以为吃点饭就<嘻嘻哈哈>[/]嘻嘻哈哈的这样子哈!
CHI: 妈妈,谁放屁了?
MOT: 我不想笑!
MOT: 等到我发火了.
MOT: 你就要不开心了!",second_person,dropped,declarative,declarative,no,no,no,yes?,no,no,no,no,no,no,"mother: Look at how you’re eating!
child: Mom eat!
mother: Let me tell you.
mother: I’m going to be angry!
mother: Don’t think that just because you’ve had a few bites you can start giggling and fooling around.
child: Mom, who farted?
mother: I don’t want to laugh.
mother: When I am angry,
mother: You wan’t be happy.",no,no
279,BJCMC/0300_YX,,investigator,"CHI: 哪儿有三?
INV: 哎呦这儿(pointing)
CHI: 嗯.
INV: 嘿(笑).
INV: 我还以为是黑色的三(pointing).
INV: 绿色的.
INV: 诶,这一面是黑色的(flips:number).",first_person,dropped,declarative,declarative,还,no,no,no,no,no,no,no,p_alt,after,"child: Where is the three?
investigator: Oh my, here (pointing).
child: Yeah.
investigator: Hehe (laugh).
investigator: I incorrectly thought (it) was a black three.
investigator: (It is) green.
investigator: Oh, this side is black (flipped the number).",no,no
280,BJCMC/0500_TT,,investigator,"INV: 书上有没有讲为什么.
CHI: 嗯,它熟了掉xxx.
INV: 噢,那它为什么掉下来呢?
CHI: 嗯,熟了.  (this seems to be from another conversation and got cut off)
INV: 以为不多.
INV: 实际上还很大,是不是?
INV: 你看地图上的海,那么大&=points:map.
INV: 那个&=points:map.
INV: 在那个地图,是吧!",dropped,dropped,declarative,declarative,no,no,no,no,yes,no,no,no,no,no,"investigator: Did the book say why?
child: Yeah, it is ripe and dropped xxx.
investigator: Oh, then why did it drop?
child: Yeah, ripe.
investigator: Thought not much.
investigator: Actually it is also very big, right?
investigator: Look at the sea on the map, it is very huge (pointing at the map).
investigator: That (pointing at the map).
investigator: On that map, right?",no,no
281,BJCMC/0500_TT,,investigator,"INV: 你看看.
INV: 你觉得哪个是夏天?
CHI: 嗯,这个 (pointing at the book).
INV: 为什么?
CHI: 嗯,因为呢我看这儿 (pointing at the picture) 有个春.
INV: 噢,我还以为你是看这个(pointing at the picture) 图片呢.
INV: 这个 (pointing at the picture) 图片是什么意思啊?
CHI: 嗯.
INV: 你看看从图片里面能不能看出来这是夏天?
CHI: 能.",first_person,second_person,declarative,declarative,还,no,是,no,no,no,no,no,p_alt,before,"investigator: look.
investigator: Which one do you think is summer?
child: Hmm, this one (pointing at the book).
investigator: Why?
child: Hmm, because I look at this one (pointing at the picture), there’s spring.
investigator: Oh, I thought you looked at this (pointing at the picture) picture.
investigator: What does this (pointing at the picture) picture mean?
child: Yeah.
investigator: Look at the picture, can you tell this is summer?
child: I can.",no,no
282,BJCMC/0506_DD,,investigator,"CHI: 最后黑棋一般只要吃八十七个空.
CHI: 白棋一般吃六十几个空.
INV: 为什么还不一样?
CHI: 因为这样才公平.
CHI: 因为白棋的棋子比黑棋的棋子少呀.
INV: 哦这样啊.
INV: 我以为是一样的.
INV: 为什么要少一点?
CHI: 因为这个事儿我也不太知道呀.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,not_p,before,"child: In the end, the Black usually secures around eighty-seven points.
child: The White generally gets around sixty points.
investigator: Why are they not the same?
child: Because it is only fair this way.
child: Because White has fewer stones on the board than Black.
investigator: Oh, I see.
investigator: I incorrectly thought (they) were the same.
investigator: Why does (the White) have fewer?
child: Because this I also don’t know.",no,no
283,BJCMC/0509_SQ,,investigator,"CHI: 实[/]实际上这种形状的名字叫散[//]闪电四.
INV: 闪电四还有闪电几?
INV: 有没有闪电五?
CHI: 只有闪电四.
INV: 哦只有闪电四.
INV: 我还以为是有什么闪电五闪电六.
INV: 那.
CHI: 还有扭羊头.",first_person,dropped,declarative,declarative,还,no,是,no,no,no,no,no,not_p,before,"child: Actully, this name of this shape is called lit… Lightning Four.
investigator: Lightning four, are there other Lightnings?
investigator: Is there Lightning Five?
child: There is only Lightning Four.
investigator: Oh, there is only Lightning Four.
investigator: I incorrectly thought there were Lightning Five, Lightning Six.
investigator: Then.
child: There is also Twisting Sheep Head.",,
284,BJCMC/0509_SQ,,investigator,INV: 啊我以为他...这不是他的头发吗?,first_person,third_person,declarative,none,no,no,,,no,,,,,,,,
285,BJCMC/0509_YY,,child,"INV: 这个是什么画呀?
CHI: <这是[/]这是我[/]我爱画[/]画,然后爸爸就给我<画了一个>[//]报了一个画[/]画班&=holds:painting.
INV: 嗯.
CHI: 然后这些[/]这些,这[/]这个兔子.
INV: 嗯.
CHI: 呃[/]&-呃,就是把那些呀,西红柿什么都吃了扔了,然后都浪费了.
CHI: 然后我以为它[/]它还开心.
CHI: &=ges:hide.
CHI: 因为它全都躲过了这些炸弹.",first_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,,,
286,BJCMC/0509_YY,,investigator,"INV: 诶,这个是?
INV: 这个是什么的?
CHI: 嗯,我妈的,脏衣篓.
INV: 噢,我以为你们养有什么小动物呢.
CHI: 啊?
INV: 我以为有小动物.
CHI: 你看没有[?]衣服什么的. (你看有衣服什么的)
INV: 啊.
INV: 你喜欢小动物吗?
CHI: 啊,喜欢啊,我[/]我想要小兔子啊.",first_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"investigator: Ah, this is?
investigator:  What is this?
child: Hmm, this is my mom’s, laundry hamper.
investigator: Oh, I incorrectly thought you had some small animals.
child: What?
investigator: I incorrectly thought (there was) small animals.
child: You see there are clothes and stuff.
investigator: Ah.
investigator: Do you like small animals?
child: Ah, (I) like. I want…I want a little bunny.",no,no
287,BJCMC/0509_YY,,investigator,"INV: 诶,这个是?
INV: 这个是什么的?
CHI: 嗯,我妈的,脏衣篓.
INV: 噢,我以为你们养有什么小动物呢.
CHI: 啊?
INV: 我以为有小动物.
CHI: 你看没有[?]衣服什么的. (你看有衣服什么的)
INV: 啊.
INV: 你喜欢小动物吗?
CHI: 啊,喜欢啊,我[/]我想要小兔子啊.",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"investigator: Ah, this is?
investigator:  What is this?
child: Hmm, this is my mom’s, laundry hamper.
investigator: Oh, I incorrectly thought you had some small animals.
child: What?
investigator: I incorrectly thought (there was) small animals.
child: You see there are clothes and stuff.
investigator: Ah.
investigator: Do you like small animals?
child: Ah, (I) like. I want…I want a little bunny.",no,no
288,BJCMC/0600_MD,,investigator,"CHI: 这个是老师们发的&=shows:keychain.
CHI: 我是在www学校上.
INV: 噢,www学校还有幼儿园呢.
CHI: 嗯.
INV: <<我以为>[/]我以为只有小学中学.
INV: xxx.
CHI: 这个原本是那个妈妈的.
CHI: 然后xxx,这些全都是妈妈给我的&=points:keychain.",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,p_alt,before,"child: This is what our teacher gave us (pointing at the keychain).
child: I went to xxx school.
investigator: Oh, xxx school has a kindergarten.
child: Mhm.
investigator: I incorrectly thought…I incorrectly thought (it) only had elementary school and middle school.
investigator: xxx.
child: This was originally that mom’s.
child: And then xxx. These are all what mom gave me (pointing at the keychain).",no,no
289,BJCMC/0600_MM,,investigator,"INV: 啊都建完了(turning the book)?
CHI: 嗯.
INV: 怎么这么快呀?
INV: (笑).
INV: 我来看一看.
INV: 天呐它们怎么这么快?
INV: 我还以为要建几天呢.
INV: 真建完了.
INV: 那以后建房子要把它们三个请过去了.
INV: 一天就建完了.",first_person,dropped,declarative,declarative,还,no,要,no,no,no,no,no,not_p,before,"investigator: Ah, (they) all finished building (turning the book)?
child: Yeah.
investigator: Why is it so fast?
investigator: (laugh).
investigator: Let me see.
investigator: Wow, Why is it this fast?
investigator: I incorrectly thought (it) was going to take a few days to build.
investigator: (It) actually finished building.
investigator: Then later whenever (we) need to build houses, (we) should invite them.
investigator: It takes one day to finish building.",no,no
290,BJCMC/0600_MM,,investigator,"CHI: 猪妈妈变成雪人儿了.
CHI: 看到它尾巴了.
INV: 哦这个是猪妈妈 (pointing at the book).
CHI: 看到它尾巴了.
INV: 哦<看到了>[/]看到了.
INV: 我还以为是它们三个搭的雪人呢.
INV: 这个是猪妈妈 (笑).
CHI: 雪都xxx.",first_person,dropped,declarative,declarative,还,no,是,no,no,no,no,no,p_alt,both,"child: Mama Pig turned into a snowman.
child: (I) saw its tail.
investigator: Oh, this is Mama Pig (pointing at the book).
child: (I) saw its tail.
investigator: Oh, (I) saw it… saw it.
investigator: I incorrectly thought (it) was the snowman that the three of them built.
investigator: This is Mama Pig (laugh).
child: The snow xxx.",no,no
291,BJCMC/0600_YY,,investigator,"INV: 这个是个什么 (showing the handcraft)?
CHI: 这...这...一转这个就会叮叮当当叮叮当当地会有音乐.
INV: 音乐啊?
CHI: 对.
INV: 它是那种可以...可以转的吗?
INV: 我以为是生日蛋糕呢看着.
CHI: 这是生...这是蛋糕. (emphasis on 这)
INV: 这是蛋糕,对吗?
CHI: 对.
CHI: 然后这个是能发出声音的 (contacting the handcraft).
INV: 噢.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p_alt,after,"investigator: What is this (showing the handcraft)?
child: This…this…As soon as you spin this, it goes ding-ding-dang-dang and starts playing music.
investigator: Music?
child: Yeah.
investigator: Is this the kind that can…can spin?
investigator: I incorrectly thought (it) was a birthday cake. It looks like (a birthday cake).
child: THIS… this is the cake.
investigator: This is cake, right?
child: Yeah.
child: And this is the one that can make sound (contacting the handcraft).
investigator: Oh.",no,no
292,BJCMC/0603_XX,,investigator,"CHI: 我在那看一辆摩托.
INV: 啊.
INV: 呃什么摩托?
CHI: 就这个呢.
INV: 哪个?
CHI: 就这个&=walks:toy.
INV: 噢.
CHI: 这个和我爸爸一起拼的.
INV: 我以为你说...
INV: 啊.
CHI: 这个容易掉所以这...这个就掉下来了.
INV: 噢.
INV: 我以为你说的是那个真的那个摩托.
CHI: 我就我就...你看我哥哥有个那个车&=points:toy.
CHI: 什么?
INV: 噢.",first_person,second_person,declarative,none,no,no,no,no,no,no,no,no,no,no,"child: I was there looking at a motorcycle.
investigator: Ah.
investigator: Eh, what motorcycle?
child: this one.
investigator: Which one?
child: This one (walking to the toy).
investigator: Oh.
child: (I) assembed this with my dad.
investigator: I incorrectly thought you said…
investigator: Ah.
child: This comes off easily, so this…this fell off.
investigator: Oh.
investigator: I incorrectly thought you said (it) was the real motorcycle.
child: I just I just… Look my brother has that car (pointing at the toy)
child: What?
investigator: Oh.",no,no
293,BJCMC/0603_XX,,investigator,"CHI: 我在那看一辆摩托.
INV: 啊.
INV: 呃什么摩托?
CHI: 就这个呢.
INV: 哪个?
CHI: 就这个&=walks:toy.
INV: 噢.
CHI: 这个和我爸爸一起拼的.
INV: 我以为你说...
INV: 啊.
CHI: 这个容易掉所以这...这个就掉下来了.
INV: 噢.
INV: 我以为你说的是那个真的那个摩托.
CHI: 我就我就...你看我哥哥有个那个车&=points:toy.
CHI: 什么?
INV: 噢.",first_person,second_person,declarative,declarative,no,no,是,no,no,no,no,no,p_alt,before,"child: I was there looking at a motorcycle.
investigator: Ah.
investigator: Eh, what motorcycle?
child: this one.
investigator: Which one?
child: This one (walking to the toy).
investigator: Oh.
child: (I) assembed this with my dad.
investigator: I incorrectly thought you said…
investigator: Ah.
child: This comes off easily, so this…this fell off.
investigator: Oh.
investigator: I incorrectly thought you said (it) was the real motorcycle.
child: I just I just… Look my brother has that car (pointing at the toy)
child: What?
investigator: Oh.",no,no
294,BJCMC/0603_XX,,investigator,"INV: 为什么要用这个红的&=points:block?
CHI: 不信,你看.
CHI: 你看. 
CHI: 这样不就高了吗?
INV: 嗯.
CHI: 这样那就少了.
INV: 噢[/]&-噢[/]&-噢.
INV: 我还以为颜色也有要求.
CHI: 颜色没有.
INV: 嗯.",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,no,not_p,after,"investigator: Why do you need this red (pointing to the block).
child: (You) don’t believe, look.
child: Look.
child: Isn’t it tall this way?
investigator: Yeah.
child: This way it’s less.
investigator: Oh, oh, oh.
investigator: I incorrectly thought there were requirements about the color.
child: Color, no.
investigator: Yeah.",,
295,BJCMC/0606_AA,,investigator,"CHI: 今天下午.
INV: 哦.
INV: 那姐姐现在在哪儿?
CHI: 姐姐现在还在...应该还在家里&=points.
INV: 哦哦.
INV: 还在家里.
INV: 哦我以为后面她就出去了.
CHI: 嗯可能你们进屋的时候她还在屋里.
CHI: 她在屋里.
INV: 在屋里做数学题呢.",first_person,third_person,declarative,declarative,no,no,no,no,no,no,no,了,p_alt,both,"child: This afternoon.
investigator: Oh.
investigator: Then where is (your) older sister now?
child: Sister now is still … should still be at home (pointing).
investigator: Oh.
investigator: Still at home.
investigator: Oh, I incorrectly thought later he went out.
child: Yeah, maybe when you entered, she was still in the room.
child: She is in the room.
investigator: (She is) in the room, doing math problems.",no,no
296,BJCMC/0606_AA,,child,"CHI: 所以呢那本书啊最开始写的是这些.
INV: 啊.
CHI: xxx以为是那个.
CHI: 但是呢福尔摩斯<比他>[//]他刚看完那一页.
CHI: 福尔摩斯他刚看完xxx这些扣一百扣一千扣一万.
CHI: 福尔摩斯就已经判定修理工是犯人了&=points.",unclear,dropped,declarative,declarative,no,no,是,no,,no,no,no,no,no,,,
