"workerid","proliferate.condition","block_id","condition","item_id","original_choice","response","rt","trial_num","verb","error","response_corr","response_num","discourse_type"
376,"condition1","1","yiwei_unclear",101,"以为","yiwei",6401,20,"yiwei",NA,"correct",1,"unconstrained"
376,"condition1","2","juede_unclear",115,"觉得","juede",3849,21,"juede",NA,"correct",1,"unconstrained"
376,"condition1","2","juede_contrastive",12,"觉得","juede",3682,22,"juede",NA,"correct",1,"constrained"
376,"condition1","2","juede_contrastive",15,"以为","yiwei",21667,23,"juede",NA,"incorrect",0,"constrained"
376,"condition1","2","yiwei_contrastive",6,"以为","yiwei",4784,24,"yiwei",NA,"correct",1,"constrained"
376,"condition1","2","yiwei_unclear",103,"以为","yiwei",4534,27,"yiwei",NA,"correct",1,"unconstrained"
376,"condition1","2","yiwei_unclear",105,"以为","yiwei",5783,28,"yiwei",NA,"correct",1,"unconstrained"
376,"condition1","2","juede_unclear",118,"觉得","juede",3936,29,"juede",NA,"correct",1,"unconstrained"
376,"condition1","2","yiwei_contrastive",8,"以为","yiwei",5348,30,"yiwei",NA,"correct",1,"constrained"
376,"condition1","3","juede_unclear",111,"觉得","juede",3015,31,"juede",NA,"correct",1,"unconstrained"
376,"condition1","3","yiwei_unclear",104,"觉得","juede",8734,32,"yiwei",NA,"incorrect",0,"unconstrained"
376,"condition1","3","juede_contrastive",16,"觉得","juede",4901,34,"juede",NA,"correct",1,"constrained"
376,"condition1","3","juede_unclear",112,"觉得","juede",4983,35,"juede",NA,"correct",1,"unconstrained"
376,"condition1","3","yiwei_unclear",102,"以为","yiwei",8950,36,"yiwei",NA,"correct",1,"unconstrained"
376,"condition1","3","yiwei_contrastive",5,"以为","yiwei",3733,38,"yiwei",NA,"correct",1,"constrained"
376,"condition1","3","yiwei_contrastive",7,"觉得","juede",5000,39,"yiwei",NA,"incorrect",0,"constrained"
376,"condition1","3","juede_contrastive",11,"觉得","juede",3883,40,"juede",NA,"correct",1,"constrained"
376,"condition1","4","juede_unclear",120,"觉得","juede",5767,42,"juede",NA,"correct",1,"unconstrained"
376,"condition1","4","yiwei_unclear",108,"觉得","juede",4998,43,"yiwei",NA,"incorrect",0,"unconstrained"
376,"condition1","4","juede_contrastive",17,"觉得","juede",4035,44,"juede",NA,"correct",1,"constrained"
376,"condition1","4","yiwei_unclear",106,"觉得","juede",6683,45,"yiwei",NA,"incorrect",0,"unconstrained"
376,"condition1","4","yiwei_contrastive",2,"以为","yiwei",3250,46,"yiwei",NA,"correct",1,"constrained"
376,"condition1","4","juede_unclear",113,"觉得","juede",3417,48,"juede",NA,"correct",1,"unconstrained"
376,"condition1","4","yiwei_contrastive",1,"觉得","juede",5749,49,"yiwei",NA,"incorrect",0,"constrained"
376,"condition1","4","juede_contrastive",14,"觉得","juede",4751,50,"juede",NA,"correct",1,"constrained"
310,"condition1","0","juede_unclear",112,"觉得","juede",4907,1,"juede",NA,"correct",1,"unconstrained"
310,"condition1","0","yiwei_unclear",109,"以为","yiwei",2736,2,"yiwei",NA,"correct",1,"unconstrained"
310,"condition1","0","juede_unclear",114,"觉得","juede",10353,3,"juede",NA,"correct",1,"unconstrained"
310,"condition1","0","juede_contrastive",16,"觉得","juede",3791,4,"juede",NA,"correct",1,"constrained"
310,"condition1","0","yiwei_contrastive",9,"以为","yiwei",2649,5,"yiwei",NA,"correct",1,"constrained"
310,"condition1","0","yiwei_unclear",102,"觉得","juede",4550,6,"yiwei",NA,"incorrect",0,"unconstrained"
310,"condition1","0","yiwei_contrastive",7,"以为","yiwei",4111,7,"yiwei",NA,"correct",1,"constrained"
310,"condition1","0","juede_contrastive",17,"以为","yiwei",6379,9,"juede",NA,"incorrect",0,"constrained"
310,"condition1","1","yiwei_contrastive",3,"以为","yiwei",4367,11,"yiwei",NA,"correct",1,"constrained"
310,"condition1","1","yiwei_contrastive",2,"以为","yiwei",2722,12,"yiwei",NA,"correct",1,"constrained"
310,"condition1","1","juede_unclear",120,"觉得","juede",3426,14,"juede",NA,"correct",1,"unconstrained"
310,"condition1","1","juede_contrastive",13,"以为","yiwei",3322,15,"juede",NA,"incorrect",0,"constrained"
310,"condition1","1","yiwei_unclear",106,"觉得","juede",4117,16,"yiwei",NA,"incorrect",0,"unconstrained"
310,"condition1","1","yiwei_unclear",103,"以为","yiwei",4182,17,"yiwei",NA,"correct",1,"unconstrained"
310,"condition1","1","juede_unclear",119,"觉得","juede",3216,18,"juede",NA,"correct",1,"unconstrained"
310,"condition1","1","juede_contrastive",15,"觉得","juede",6319,20,"juede",NA,"correct",1,"constrained"
310,"condition1","2","yiwei_unclear",105,"觉得","juede",2397,21,"yiwei",NA,"incorrect",0,"unconstrained"
310,"condition1","2","yiwei_contrastive",1,"以为","yiwei",9721,22,"yiwei",NA,"correct",1,"constrained"
310,"condition1","2","juede_contrastive",18,"觉得","juede",6833,24,"juede",NA,"correct",1,"constrained"
310,"condition1","2","yiwei_contrastive",10,"以为","yiwei",2719,25,"yiwei",NA,"correct",1,"constrained"
310,"condition1","2","juede_contrastive",11,"觉得","juede",3193,26,"juede",NA,"correct",1,"constrained"
310,"condition1","2","juede_unclear",116,"觉得","juede",3761,28,"juede",NA,"correct",1,"unconstrained"
310,"condition1","2","yiwei_unclear",110,"以为","yiwei",6017,29,"yiwei",NA,"correct",1,"unconstrained"
310,"condition1","2","juede_unclear",117,"以为","yiwei",2739,30,"juede",NA,"incorrect",0,"unconstrained"
310,"condition1","3","yiwei_unclear",107,"觉得","juede",4315,31,"yiwei",NA,"incorrect",0,"unconstrained"
310,"condition1","3","juede_unclear",113,"觉得","juede",2954,32,"juede",NA,"correct",1,"unconstrained"
310,"condition1","3","juede_contrastive",20,"觉得","juede",6154,33,"juede",NA,"correct",1,"constrained"
310,"condition1","3","yiwei_unclear",104,"以为","yiwei",3321,34,"yiwei",NA,"correct",1,"unconstrained"
310,"condition1","3","yiwei_contrastive",4,"以为","yiwei",3733,36,"yiwei",NA,"correct",1,"constrained"
310,"condition1","3","yiwei_contrastive",6,"以为","yiwei",3306,37,"yiwei",NA,"correct",1,"constrained"
310,"condition1","3","juede_unclear",115,"觉得","juede",2307,38,"juede",NA,"correct",1,"unconstrained"
310,"condition1","3","juede_contrastive",19,"觉得","juede",3392,40,"juede",NA,"correct",1,"constrained"
310,"condition1","4","yiwei_contrastive",8,"以为","yiwei",3375,41,"yiwei",NA,"correct",1,"constrained"
310,"condition1","4","yiwei_unclear",108,"觉得","juede",2667,42,"yiwei",NA,"incorrect",0,"unconstrained"
310,"condition1","4","juede_unclear",111,"觉得","juede",3987,44,"juede",NA,"correct",1,"unconstrained"
310,"condition1","4","yiwei_unclear",101,"以为","yiwei",2421,45,"yiwei",NA,"correct",1,"unconstrained"
310,"condition1","4","yiwei_contrastive",5,"以为","yiwei",2282,47,"yiwei",NA,"correct",1,"constrained"
310,"condition1","4","juede_unclear",118,"觉得","juede",3130,48,"juede",NA,"correct",1,"unconstrained"
310,"condition1","4","juede_contrastive",12,"觉得","juede",2304,49,"juede",NA,"correct",1,"constrained"
310,"condition1","4","juede_contrastive",14,"觉得","juede",3460,50,"juede",NA,"correct",1,"constrained"
379,"condition1","0","juede_unclear",115,"觉得","juede",11409,1,"juede",NA,"correct",1,"unconstrained"
379,"condition1","0","juede_unclear",111,"觉得","juede",9762,2,"juede",NA,"correct",1,"unconstrained"
379,"condition1","0","juede_contrastive",13,"以为","yiwei",8432,3,"juede",NA,"incorrect",0,"constrained"
379,"condition1","0","yiwei_unclear",109,"以为","yiwei",4965,4,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","0","juede_contrastive",19,"觉得","juede",30538,5,"juede",NA,"correct",1,"constrained"
379,"condition1","0","yiwei_contrastive",3,"以为","yiwei",5428,6,"yiwei",NA,"correct",1,"constrained"
379,"condition1","0","yiwei_unclear",106,"以为","yiwei",23414,8,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","0","yiwei_contrastive",8,"以为","yiwei",5838,9,"yiwei",NA,"correct",1,"constrained"
379,"condition1","1","yiwei_unclear",110,"以为","yiwei",10524,12,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","1","juede_contrastive",18,"以为","yiwei",13670,13,"juede",NA,"incorrect",0,"constrained"
379,"condition1","1","yiwei_unclear",105,"以为","yiwei",21026,14,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","1","juede_unclear",116,"以为","yiwei",23303,15,"juede",NA,"incorrect",0,"unconstrained"
379,"condition1","1","juede_contrastive",15,"以为","yiwei",18608,16,"juede",NA,"incorrect",0,"constrained"
379,"condition1","1","yiwei_contrastive",2,"以为","yiwei",10526,17,"yiwei",NA,"correct",1,"constrained"
379,"condition1","1","yiwei_contrastive",9,"以为","yiwei",7978,18,"yiwei",NA,"correct",1,"constrained"
379,"condition1","1","juede_unclear",119,"觉得","juede",8018,19,"juede",NA,"correct",1,"unconstrained"
379,"condition1","2","juede_unclear",114,"觉得","juede",9486,21,"juede",NA,"correct",1,"unconstrained"
379,"condition1","2","yiwei_unclear",101,"以为","yiwei",5612,22,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","2","yiwei_contrastive",6,"以为","yiwei",6973,23,"yiwei",NA,"correct",1,"constrained"
379,"condition1","2","yiwei_unclear",107,"以为","yiwei",7897,24,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","2","juede_unclear",118,"觉得","juede",7722,26,"juede",NA,"correct",1,"unconstrained"
379,"condition1","2","yiwei_contrastive",4,"以为","yiwei",7383,27,"yiwei",NA,"correct",1,"constrained"
379,"condition1","2","juede_contrastive",14,"觉得","juede",12806,29,"juede",NA,"correct",1,"constrained"
379,"condition1","2","juede_contrastive",20,"以为","yiwei",6644,30,"juede",NA,"incorrect",0,"constrained"
379,"condition1","3","juede_contrastive",17,"以为","yiwei",5673,31,"juede",NA,"incorrect",0,"constrained"
379,"condition1","3","yiwei_unclear",108,"觉得","juede",6953,32,"yiwei",NA,"incorrect",0,"unconstrained"
379,"condition1","3","yiwei_unclear",103,"以为","yiwei",7003,33,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","3","juede_unclear",120,"觉得","juede",26482,35,"juede",NA,"correct",1,"unconstrained"
379,"condition1","3","yiwei_contrastive",7,"觉得","juede",5013,36,"yiwei",NA,"incorrect",0,"constrained"
379,"condition1","3","juede_contrastive",11,"觉得","juede",4010,37,"juede",NA,"correct",1,"constrained"
379,"condition1","3","juede_unclear",113,"觉得","juede",5088,38,"juede",NA,"correct",1,"unconstrained"
379,"condition1","3","yiwei_contrastive",5,"以为","yiwei",2969,40,"yiwei",NA,"correct",1,"constrained"
379,"condition1","4","juede_contrastive",12,"觉得","juede",4024,41,"juede",NA,"correct",1,"constrained"
379,"condition1","4","yiwei_contrastive",10,"以为","yiwei",5667,42,"yiwei",NA,"correct",1,"constrained"
379,"condition1","4","yiwei_unclear",102,"以为","yiwei",6519,43,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","4","yiwei_unclear",104,"以为","yiwei",8512,45,"yiwei",NA,"correct",1,"unconstrained"
379,"condition1","4","juede_contrastive",16,"觉得","juede",4620,47,"juede",NA,"correct",1,"constrained"
379,"condition1","4","juede_unclear",112,"觉得","juede",9477,48,"juede",NA,"correct",1,"unconstrained"
379,"condition1","4","yiwei_contrastive",1,"以为","yiwei",4184,49,"yiwei",NA,"correct",1,"constrained"
379,"condition1","4","juede_unclear",117,"以为","yiwei",3841,50,"juede",NA,"incorrect",0,"unconstrained"
325,"condition1","0","yiwei_unclear",110,"以为","yiwei",6450,2,"yiwei",NA,"correct",1,"unconstrained"
325,"condition1","0","juede_contrastive",16,"觉得","juede",12600,3,"juede",NA,"correct",1,"constrained"
325,"condition1","0","juede_unclear",114,"觉得","juede",4815,4,"juede",NA,"correct",1,"unconstrained"
325,"condition1","0","juede_contrastive",18,"觉得","juede",3180,5,"juede",NA,"correct",1,"constrained"
325,"condition1","0","yiwei_contrastive",6,"觉得","juede",2565,6,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","0","juede_unclear",120,"觉得","juede",4282,7,"juede",NA,"correct",1,"unconstrained"
325,"condition1","0","yiwei_contrastive",9,"觉得","juede",4222,8,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","0","yiwei_unclear",106,"觉得","juede",6885,10,"yiwei",NA,"incorrect",0,"unconstrained"
325,"condition1","1","yiwei_contrastive",8,"觉得","juede",3825,12,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","1","juede_contrastive",13,"以为","yiwei",9015,13,"juede",NA,"incorrect",0,"constrained"
325,"condition1","1","juede_contrastive",20,"觉得","juede",4687,14,"juede",NA,"correct",1,"constrained"
325,"condition1","1","juede_unclear",119,"觉得","juede",4913,16,"juede",NA,"correct",1,"unconstrained"
325,"condition1","1","yiwei_unclear",107,"觉得","juede",3983,17,"yiwei",NA,"incorrect",0,"unconstrained"
325,"condition1","1","juede_unclear",111,"觉得","juede",8047,18,"juede",NA,"correct",1,"unconstrained"
325,"condition1","1","yiwei_unclear",101,"以为","yiwei",6270,19,"yiwei",NA,"correct",1,"unconstrained"
325,"condition1","1","yiwei_contrastive",1,"觉得","juede",2212,20,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","2","yiwei_contrastive",2,"觉得","juede",3007,21,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","2","juede_contrastive",11,"觉得","juede",3180,24,"juede",NA,"correct",1,"constrained"
325,"condition1","2","juede_contrastive",15,"觉得","juede",7988,25,"juede",NA,"correct",1,"constrained"
325,"condition1","2","yiwei_contrastive",5,"以为","yiwei",2662,26,"yiwei",NA,"correct",1,"constrained"
325,"condition1","2","juede_unclear",113,"觉得","juede",2498,27,"juede",NA,"correct",1,"unconstrained"
325,"condition1","2","yiwei_unclear",102,"以为","yiwei",4912,28,"yiwei",NA,"correct",1,"unconstrained"
325,"condition1","2","yiwei_unclear",105,"以为","yiwei",6818,29,"yiwei",NA,"correct",1,"unconstrained"
325,"condition1","2","juede_unclear",117,"以为","yiwei",3405,30,"juede",NA,"incorrect",0,"unconstrained"
325,"condition1","3","yiwei_contrastive",10,"觉得","juede",2302,31,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","3","juede_unclear",112,"以为","yiwei",3946,32,"juede",NA,"incorrect",0,"unconstrained"
325,"condition1","3","juede_contrastive",19,"觉得","juede",3044,34,"juede",NA,"correct",1,"constrained"
325,"condition1","3","yiwei_unclear",104,"觉得","juede",3270,35,"yiwei",NA,"incorrect",0,"unconstrained"
325,"condition1","3","juede_unclear",115,"觉得","juede",1913,36,"juede",NA,"correct",1,"unconstrained"
325,"condition1","3","yiwei_contrastive",7,"觉得","juede",5145,37,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","3","juede_contrastive",12,"觉得","juede",4073,38,"juede",NA,"correct",1,"constrained"
325,"condition1","3","yiwei_unclear",103,"觉得","juede",4042,40,"yiwei",NA,"incorrect",0,"unconstrained"
325,"condition1","4","yiwei_unclear",108,"以为","yiwei",6225,41,"yiwei",NA,"correct",1,"unconstrained"
325,"condition1","4","juede_contrastive",14,"以为","yiwei",6030,42,"juede",NA,"incorrect",0,"constrained"
325,"condition1","4","yiwei_contrastive",4,"觉得","juede",1875,43,"yiwei",NA,"incorrect",0,"constrained"
325,"condition1","4","juede_contrastive",17,"觉得","juede",4380,44,"juede",NA,"correct",1,"constrained"
325,"condition1","4","juede_unclear",118,"觉得","juede",3607,45,"juede",NA,"correct",1,"unconstrained"
325,"condition1","4","juede_unclear",116,"觉得","juede",4778,46,"juede",NA,"correct",1,"unconstrained"
325,"condition1","4","yiwei_contrastive",3,"以为","yiwei",6600,48,"yiwei",NA,"correct",1,"constrained"
325,"condition1","4","yiwei_unclear",109,"觉得","juede",2370,49,"yiwei",NA,"incorrect",0,"unconstrained"
382,"condition1","0","juede_unclear",114,"觉得","juede",9837,1,"juede",NA,"correct",1,"unconstrained"
382,"condition1","0","yiwei_unclear",101,"以为","yiwei",12296,2,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","0","juede_contrastive",16,"觉得","juede",7441,3,"juede",NA,"correct",1,"constrained"
382,"condition1","0","yiwei_contrastive",4,"以为","yiwei",7168,4,"yiwei",NA,"correct",1,"constrained"
382,"condition1","0","juede_unclear",112,"觉得","juede",8803,6,"juede",NA,"correct",1,"unconstrained"
382,"condition1","0","yiwei_unclear",103,"以为","yiwei",16006,7,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","0","juede_contrastive",13,"以为","yiwei",9400,8,"juede",NA,"incorrect",0,"constrained"
382,"condition1","0","yiwei_contrastive",10,"觉得","juede",5809,9,"yiwei",NA,"incorrect",0,"constrained"
382,"condition1","1","yiwei_contrastive",8,"以为","yiwei",8186,11,"yiwei",NA,"correct",1,"constrained"
382,"condition1","1","juede_unclear",116,"觉得","juede",10616,12,"juede",NA,"correct",1,"unconstrained"
382,"condition1","1","juede_contrastive",18,"以为","yiwei",6641,13,"juede",NA,"incorrect",0,"constrained"
382,"condition1","1","juede_unclear",118,"觉得","juede",9551,14,"juede",NA,"correct",1,"unconstrained"
382,"condition1","1","yiwei_unclear",106,"以为","yiwei",7739,15,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","1","yiwei_unclear",105,"觉得","juede",6640,16,"yiwei",NA,"incorrect",0,"unconstrained"
382,"condition1","1","yiwei_contrastive",6,"以为","yiwei",8155,17,"yiwei",NA,"correct",1,"constrained"
382,"condition1","1","juede_contrastive",20,"觉得","juede",11686,20,"juede",NA,"correct",1,"constrained"
382,"condition1","2","yiwei_unclear",102,"以为","yiwei",5574,21,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","2","juede_unclear",119,"觉得","juede",10283,22,"juede",NA,"correct",1,"unconstrained"
382,"condition1","2","yiwei_contrastive",5,"以为","yiwei",7305,24,"yiwei",NA,"correct",1,"constrained"
382,"condition1","2","juede_unclear",111,"觉得","juede",5424,25,"juede",NA,"correct",1,"unconstrained"
382,"condition1","2","juede_contrastive",19,"觉得","juede",5043,26,"juede",NA,"correct",1,"constrained"
382,"condition1","2","juede_contrastive",14,"觉得","juede",5388,27,"juede",NA,"correct",1,"constrained"
382,"condition1","2","yiwei_contrastive",9,"觉得","juede",6275,28,"yiwei",NA,"incorrect",0,"constrained"
382,"condition1","2","yiwei_unclear",108,"觉得","juede",13929,29,"yiwei",NA,"incorrect",0,"unconstrained"
382,"condition1","3","yiwei_contrastive",1,"觉得","juede",6407,31,"yiwei",NA,"incorrect",0,"constrained"
382,"condition1","3","yiwei_unclear",107,"以为","yiwei",14511,34,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","3","yiwei_contrastive",7,"觉得","juede",5124,35,"yiwei",NA,"incorrect",0,"constrained"
382,"condition1","3","juede_unclear",113,"以为","yiwei",9484,36,"juede",NA,"incorrect",0,"unconstrained"
382,"condition1","3","juede_unclear",120,"觉得","juede",4277,37,"juede",NA,"correct",1,"unconstrained"
382,"condition1","3","yiwei_unclear",110,"以为","yiwei",10882,38,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","3","juede_contrastive",17,"以为","yiwei",11284,39,"juede",NA,"incorrect",0,"constrained"
382,"condition1","3","juede_contrastive",11,"觉得","juede",7508,40,"juede",NA,"correct",1,"constrained"
382,"condition1","4","yiwei_unclear",109,"以为","yiwei",5440,41,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","4","yiwei_contrastive",2,"以为","yiwei",4875,43,"yiwei",NA,"correct",1,"constrained"
382,"condition1","4","juede_unclear",117,"以为","yiwei",5442,44,"juede",NA,"incorrect",0,"unconstrained"
382,"condition1","4","yiwei_contrastive",3,"以为","yiwei",8569,45,"yiwei",NA,"correct",1,"constrained"
382,"condition1","4","juede_contrastive",15,"觉得","juede",6508,46,"juede",NA,"correct",1,"constrained"
382,"condition1","4","juede_contrastive",12,"觉得","juede",4242,48,"juede",NA,"correct",1,"constrained"
382,"condition1","4","yiwei_unclear",104,"以为","yiwei",7453,49,"yiwei",NA,"correct",1,"unconstrained"
382,"condition1","4","juede_unclear",115,"觉得","juede",5942,50,"juede",NA,"correct",1,"unconstrained"
371,"condition1","0","yiwei_unclear",101,"觉得","juede",5550,1,"yiwei",NA,"incorrect",0,"unconstrained"
371,"condition1","0","juede_contrastive",17,"以为","yiwei",5199,2,"juede",NA,"incorrect",0,"constrained"
371,"condition1","0","juede_unclear",111,"觉得","juede",4050,3,"juede",NA,"correct",1,"unconstrained"
371,"condition1","0","yiwei_unclear",109,"以为","yiwei",3166,5,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","0","juede_unclear",115,"觉得","juede",4583,7,"juede",NA,"correct",1,"unconstrained"
371,"condition1","0","yiwei_contrastive",5,"以为","yiwei",2899,8,"yiwei",NA,"correct",1,"constrained"
371,"condition1","0","juede_contrastive",16,"觉得","juede",3583,9,"juede",NA,"correct",1,"constrained"
371,"condition1","0","yiwei_contrastive",1,"以为","yiwei",7233,10,"yiwei",NA,"correct",1,"constrained"
371,"condition1","1","yiwei_unclear",107,"以为","yiwei",6283,11,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","1","juede_contrastive",20,"觉得","juede",6733,12,"juede",NA,"correct",1,"constrained"
371,"condition1","1","yiwei_contrastive",6,"觉得","juede",3067,13,"yiwei",NA,"incorrect",0,"constrained"
371,"condition1","1","juede_unclear",113,"觉得","juede",4000,14,"juede",NA,"correct",1,"unconstrained"
371,"condition1","1","juede_unclear",117,"觉得","juede",5517,15,"juede",NA,"correct",1,"unconstrained"
371,"condition1","1","yiwei_contrastive",8,"觉得","juede",5533,16,"yiwei",NA,"incorrect",0,"constrained"
371,"condition1","1","juede_contrastive",12,"觉得","juede",2333,17,"juede",NA,"correct",1,"constrained"
371,"condition1","1","yiwei_unclear",102,"以为","yiwei",2833,18,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","2","juede_unclear",112,"觉得","juede",4516,21,"juede",NA,"correct",1,"unconstrained"
371,"condition1","2","juede_contrastive",14,"觉得","juede",5250,22,"juede",NA,"correct",1,"constrained"
371,"condition1","2","yiwei_contrastive",9,"以为","yiwei",1883,23,"yiwei",NA,"correct",1,"constrained"
371,"condition1","2","juede_unclear",114,"觉得","juede",5633,24,"juede",NA,"correct",1,"unconstrained"
371,"condition1","2","yiwei_unclear",110,"以为","yiwei",3868,25,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","2","yiwei_unclear",106,"以为","yiwei",29382,26,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","2","yiwei_contrastive",4,"以为","yiwei",3250,29,"yiwei",NA,"correct",1,"constrained"
371,"condition1","2","juede_contrastive",19,"觉得","juede",5567,30,"juede",NA,"correct",1,"constrained"
371,"condition1","3","yiwei_contrastive",10,"觉得","juede",3666,31,"yiwei",NA,"incorrect",0,"constrained"
371,"condition1","3","juede_contrastive",15,"以为","yiwei",8783,32,"juede",NA,"incorrect",0,"constrained"
371,"condition1","3","juede_unclear",119,"觉得","juede",4250,34,"juede",NA,"correct",1,"unconstrained"
371,"condition1","3","juede_contrastive",11,"觉得","juede",3582,36,"juede",NA,"correct",1,"constrained"
371,"condition1","3","yiwei_unclear",105,"觉得","juede",4782,37,"yiwei",NA,"incorrect",0,"unconstrained"
371,"condition1","3","juede_unclear",118,"觉得","juede",5851,38,"juede",NA,"correct",1,"unconstrained"
371,"condition1","3","yiwei_contrastive",7,"觉得","juede",6533,39,"yiwei",NA,"incorrect",0,"constrained"
371,"condition1","3","yiwei_unclear",108,"觉得","juede",3934,40,"yiwei",NA,"incorrect",0,"unconstrained"
371,"condition1","4","yiwei_contrastive",3,"以为","yiwei",5567,41,"yiwei",NA,"correct",1,"constrained"
371,"condition1","4","yiwei_unclear",104,"以为","yiwei",5199,42,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","4","juede_unclear",116,"觉得","juede",6118,43,"juede",NA,"correct",1,"unconstrained"
371,"condition1","4","yiwei_contrastive",2,"以为","yiwei",8066,44,"yiwei",NA,"correct",1,"constrained"
371,"condition1","4","juede_contrastive",13,"以为","yiwei",7966,47,"juede",NA,"incorrect",0,"constrained"
371,"condition1","4","juede_unclear",120,"觉得","juede",8451,48,"juede",NA,"correct",1,"unconstrained"
371,"condition1","4","yiwei_unclear",103,"以为","yiwei",7182,49,"yiwei",NA,"correct",1,"unconstrained"
371,"condition1","4","juede_contrastive",18,"觉得","juede",9368,50,"juede",NA,"correct",1,"constrained"
341,"condition1","0","juede_contrastive",11,"觉得","juede",8109,1,"juede",NA,"correct",1,"constrained"
341,"condition1","0","juede_unclear",111,"觉得","juede",4270,2,"juede",NA,"correct",1,"unconstrained"
341,"condition1","0","juede_contrastive",20,"觉得","juede",12766,3,"juede",NA,"correct",1,"constrained"
341,"condition1","0","yiwei_unclear",107,"以为","yiwei",7085,4,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","0","yiwei_unclear",103,"以为","yiwei",6957,5,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","0","juede_unclear",115,"觉得","juede",7443,6,"juede",NA,"correct",1,"unconstrained"
341,"condition1","0","yiwei_contrastive",9,"觉得","juede",3463,7,"yiwei",NA,"incorrect",0,"constrained"
341,"condition1","0","yiwei_contrastive",7,"觉得","juede",18238,9,"yiwei",NA,"incorrect",0,"constrained"
341,"condition1","1","yiwei_unclear",104,"以为","yiwei",14543,11,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","1","yiwei_unclear",108,"以为","yiwei",9159,12,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","1","yiwei_contrastive",6,"以为","yiwei",44851,13,"yiwei",NA,"correct",1,"constrained"
341,"condition1","1","juede_unclear",113,"觉得","juede",5550,14,"juede",NA,"correct",1,"unconstrained"
341,"condition1","1","juede_contrastive",17,"以为","yiwei",6431,15,"juede",NA,"incorrect",0,"constrained"
341,"condition1","1","juede_unclear",112,"觉得","juede",4654,18,"juede",NA,"correct",1,"unconstrained"
341,"condition1","1","juede_contrastive",19,"觉得","juede",7550,19,"juede",NA,"correct",1,"constrained"
341,"condition1","1","yiwei_contrastive",10,"以为","yiwei",4665,20,"yiwei",NA,"correct",1,"constrained"
341,"condition1","2","yiwei_unclear",101,"以为","yiwei",8313,21,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","2","juede_contrastive",15,"觉得","juede",39317,22,"juede",NA,"correct",1,"constrained"
341,"condition1","2","juede_unclear",120,"觉得","juede",6441,23,"juede",NA,"correct",1,"unconstrained"
341,"condition1","2","juede_unclear",117,"以为","yiwei",4635,25,"juede",NA,"incorrect",0,"unconstrained"
341,"condition1","2","yiwei_contrastive",2,"以为","yiwei",11469,27,"yiwei",NA,"correct",1,"constrained"
341,"condition1","2","yiwei_unclear",110,"以为","yiwei",43612,28,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","2","juede_contrastive",12,"觉得","juede",2630,29,"juede",NA,"correct",1,"constrained"
341,"condition1","2","yiwei_contrastive",3,"以为","yiwei",5214,30,"yiwei",NA,"correct",1,"constrained"
341,"condition1","3","yiwei_contrastive",5,"觉得","juede",5759,31,"yiwei",NA,"incorrect",0,"constrained"
341,"condition1","3","yiwei_unclear",102,"以为","yiwei",8284,32,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","3","juede_unclear",114,"觉得","juede",20855,33,"juede",NA,"correct",1,"unconstrained"
341,"condition1","3","yiwei_contrastive",1,"以为","yiwei",6778,34,"yiwei",NA,"correct",1,"constrained"
341,"condition1","3","yiwei_unclear",109,"以为","yiwei",5310,35,"yiwei",NA,"correct",1,"unconstrained"
341,"condition1","3","juede_contrastive",13,"以为","yiwei",10839,37,"juede",NA,"incorrect",0,"constrained"
